run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_20260214_054222,2026-02-14T05:42:29+05:30,tpch0_1,5,1,669.525,54.833,34.548,2.545,280.658,88.259,83.905,13.954,13.183,5.334,112.055,560326,40243,669.525,34.548,609.756,0.000,0.000,188.090,6.517,112.084,303.066,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:30+05:30,tpch0_1,5,3,668.247,54.501,32.040,2.570,210.249,104.180,38.244,7.512,7.104,6.768,113.285,320283,78468,668.247,32.040,611.412,0.000,0.000,189.019,6.196,112.350,303.848,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:31+05:30,tpch0_1,5,6,667.360,55.068,32.466,2.538,82.689,78.890,1.333,0.414,0.262,0.197,112.398,9791,1691,667.360,32.466,610.034,0.000,0.000,189.050,6.241,112.196,302.547,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:31+05:30,tpch0_1,5,13,0.000,0.000,0.000,0.000,76.139,50.104,0.000,0.000,0.000,12.224,54.328,0,163292,,,,,,0.000,0.000,0.000,0.000,0.000,ok,,,2,0,0
layer_probe_20260214_054222,2026-02-14T05:42:31+05:30,tpch0_1,5,22,0.000,0.000,0.000,0.000,56.459,34.077,0.000,0.000,0.000,9.387,52.355,0,155718,,,,,,0.000,0.000,0.000,0.000,0.000,ok,,,2,0,0
layer_probe_20260214_054222,2026-02-14T05:42:38+05:30,tpch0_1,15,1,669.279,73.509,34.974,2.564,280.705,88.782,83.416,13.980,13.180,5.326,128.609,560326,40243,669.279,34.974,74.853,0.000,0.000,9.842,1.489,12.241,51.281,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:39+05:30,tpch0_1,15,3,672.581,73.049,34.910,3.311,36.323,17.871,6.204,1.711,1.614,0.000,129.883,73099,1,672.581,34.910,75.076,0.000,0.000,10.178,1.482,12.173,51.245,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:40+05:30,tpch0_1,15,6,667.989,73.122,35.731,2.578,82.285,78.449,1.341,0.430,0.262,0.210,127.812,9791,1691,667.989,35.731,74.771,0.000,0.000,9.790,1.482,12.140,51.360,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:40+05:30,tpch0_1,15,13,151.519,10.949,5.759,0.770,4.909,1.593,0.802,0.345,0.328,0.000,54.082,15000,0,151.519,5.759,50.060,0.000,0.000,4.183,0.144,8.807,36.925,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:42:40+05:30,tpch0_1,15,22,146.496,10.616,5.527,0.770,14.953,14.083,0.228,0.091,0.084,0.000,53.293,3823,0,146.496,5.527,50.038,0.000,0.000,4.169,0.143,8.830,36.897,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:43:35+05:30,tpch1,5,1,3012.676,528.615,357.960,27.999,2755.708,835.079,835.235,139.946,131.896,53.520,841.023,5599499,401698,3012.676,357.960,2474.347,0.000,0.000,1945.644,69.774,118.873,340.056,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:43:41+05:30,tpch1,5,3,2956.672,525.067,356.665,28.329,2045.735,970.918,391.051,75.336,71.187,70.391,842.586,3201498,786202,2956.672,356.665,2418.750,0.000,0.000,1893.131,66.855,118.360,340.405,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:43:45+05:30,tpch1,5,6,2991.371,522.311,351.817,28.166,789.284,750.603,13.709,4.622,2.579,1.973,840.797,97874,16364,2991.371,351.817,2458.875,0.000,0.000,1932.737,66.745,119.296,340.096,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:43:47+05:30,tpch1,5,13,0.000,0.000,0.000,0.000,763.471,504.101,0.000,0.000,0.000,123.430,127.266,0,1633672,,,,,,0.000,0.000,0.000,0.000,0.000,ok,,,2,0,0
layer_probe_20260214_054222,2026-02-14T05:43:47+05:30,tpch1,5,22,0.000,0.000,0.000,0.000,543.559,318.048,0.000,0.000,0.000,95.129,61.902,0,1557136,,,,,,0.000,0.000,0.000,0.000,0.000,ok,,,2,0,0
layer_probe_20260214_054222,2026-02-14T05:44:57+05:30,tpch1,15,1,4292.292,737.247,407.819,26.642,2753.642,834.881,834.417,139.837,130.918,53.809,973.398,5599499,401698,4292.292,407.819,189.611,0.000,0.000,97.634,14.290,12.224,65.463,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:45:02+05:30,tpch1,15,3,4284.682,709.269,407.700,34.191,369.609,182.852,63.087,17.250,16.145,0.001,973.988,731285,1,4284.682,407.700,189.579,0.000,0.000,97.576,14.283,12.215,65.504,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:45:08+05:30,tpch1,15,6,4263.945,706.096,403.034,26.249,789.098,750.337,13.703,4.621,2.573,2.058,972.262,97874,16364,4263.945,403.034,189.100,0.000,0.000,97.174,14.260,12.247,65.419,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:45:10+05:30,tpch1,15,13,1006.349,88.108,59.091,7.127,68.627,35.094,8.287,3.497,3.315,0.000,229.188,150000,0,1006.349,59.091,93.701,0.000,0.000,42.780,1.419,8.785,40.717,0.000,ok,,,2,1,1
layer_probe_20260214_054222,2026-02-14T05:45:11+05:30,tpch1,15,22,1020.189,90.670,58.358,7.145,152.459,143.727,2.263,0.928,0.838,0.000,183.348,38107,0,1020.189,58.358,95.695,0.000,0.000,44.547,1.442,8.846,40.859,0.000,ok,,,2,1,1
