run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_join_domain_fix_remote_20260216_085154,2026-02-15T08:57:32+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",6273.791,12636550,13189120,4869.868,92323840
matrix_join_domain_fix_remote_20260216_085154,2026-02-15T09:00:26+05:30,tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",61238.911,128614973,133513216,56175.246,918839296
