run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,project_mask_ms,project_row_ms,project_mask_bytes,project_n_join_evals_max,project_clause_words_max,clause_plan_count_max,prop_join_scans_total,unique_join_struct_sigs_max,prop_table_scans,target_rid_bitmap_bytes,signature_cache_bytes,active_sig_dense_count,active_sig_sparse_count,active_sig_density_sum,domain_set_dense_count,domain_set_sparse_count,domain_set_density_sum,block_words_blocks_allocated,block_words_total_blocks,block_words_dense_bytes,block_words_nblocks,block_words_nwords_per_block,proj_sig_count,proj_sig_total,proj_sig_new,proj_sig_skipped,proj_mask_or_ops,proj_rid_iters,sigmask_cache_hits,sigmask_cache_misses,sigmask_build_ms,sigmask_bytes,bytes_sig_ctid_masks,bytes_block_words,bytes_artifact_buffers_retained,bytes_decoded_buffers_retained,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,blocks_seen,blocks_skipped,block_skip_hit_rate,projection_ms,query_wall_ms,query_execution_ms,query_planning_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
capture_probe_20260224_055514,2026-02-23T06:01:53+05:30,tpch1,10,1,44234.288,197.171,1642.815,0.168,1363.960,42519.005,0.000,42511.290,0,48,1,40,1028,7,orders:337|customer:195|part:192|lineitem:160|nation:72|region:56|supplier:16,187500,1516543204,19,71,1.657776,417,57,101.324580,39820,138680,8875520,138680,8,1119368,1506258,1119368,386890,3337609,2190665,285,24,904.023,763383336,763383336,2707760,0,0,0.000,98.110,0.000,0.000,0.000,0.000,0,0,0.000000,2.683,44610.211,,,2612.613,0,16846,44234.288,1642.815,0.000,1363.960,3.782,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
