run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
chunk_smoke_tpch0_1_k5_q1_20260214_070333,2026-02-14T07:03:39+05:30,tpch0_1,5,1,,,,,,,,,,,0.000,0,0,,,,,,0.000,0.000,0.000,0.000,0.000,error,db_error,"ERROR:  could not load library ""/tmp/z3_lab/project/custom_filter/custom_filter.so"": libcvc5.so.1: cannot open shared object file: No such file or directory",0,0,0
