run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,project_mask_ms,project_row_ms,project_mask_bytes,project_n_join_evals_max,project_clause_words_max,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_deporder_tpch1_k15_wstart5_20260219_032924,2026-02-19T03:53:11+05:30,tpch1,15,1,1180.974,119.110,1080.973,11.351,80.028,9.346,0.000,0.000,0,0,0,0.000,1143.356,408.082,397.212,0.000,68.093,0.000,1316.066,6001197,0,1180.974,1080.973,0.000,80.028,10.316,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart5_20260219_032924,2026-02-19T03:53:13+05:30,tpch1,15,3,1188.122,116.408,1090.386,10.971,77.952,9.393,0.000,0.000,0,0,0,0.000,751.895,381.656,185.733,0.000,37.163,0.000,1315.926,3226661,0,1188.122,1090.386,0.000,77.952,10.086,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart5_20260219_032924,2026-02-19T03:53:15+05:30,tpch1,15,6,1193.854,126.019,1093.366,11.123,80.276,9.674,0.000,0.000,0,0,0,0.000,383.346,370.140,6.117,0.000,1.660,0.000,1314.773,114238,0,1193.854,1093.366,0.000,80.276,10.184,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart5_20260219_032924,2026-02-19T03:53:15+05:30,tpch1,15,13,126.995,26.691,114.971,3.870,0.739,9.339,0.000,0.000,0,0,0,0.000,29.394,16.835,4.032,0.000,1.720,0.000,250.762,150000,0,126.995,114.971,0.000,0.739,1.852,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart5_20260219_032924,2026-02-19T03:53:15+05:30,tpch1,15,22,125.951,27.783,113.715,3.992,0.743,9.428,0.000,0.000,0,0,0,0.000,70.008,66.729,1.135,0.000,0.435,0.000,204.980,38107,0,125.951,113.715,0.000,0.743,1.983,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
