run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_factored_w1_10_retry2_20260220_1132,2026-02-20T11:31:20+05:30,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",2792.678,9805954,10248192,4361.445,77275136
matrix_factored_w1_10_retry2_20260220_1132,2026-02-20T11:33:04+05:30,tpch1,10,"1,2,3,4,5,6,7,8,9,10",24707.672,99666339,103489536,50363.357,770105344
