db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_01,0.01,1,1,60.665,90.574,0.670,60.665,30.378,1.997,55068,33664,1203588,868352
tpch0_01,0.01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",61.157,60.453,1.012,61.181,60.453,1.012,61288,53620,4918599,11583488
