row_type,db,K,policy_ids,baseline,query_id,setup_ms,disk_overhead_bytes,cold_ms,cold_peak_rss_kb,hot1_ms,hot1_peak_rss_kb,hot2_ms,hot2_peak_rss_kb,hot3_ms,hot3_peak_rss_kb,hot4_ms,hot4_peak_rss_kb,hot5_ms,hot5_peak_rss_kb,hot_avg_ms,hot_avg_peak_rss_kb,status,error_type,error_msg
setup,tpch0_01,1,1,ours,__setup__,185.087,1203588,,,,,,,,,,,,,,,ok,,
setup,tpch0_01,1,1,rls_with_index,__setup__,53.205,868352,,,,,,,,,,,,,,,ok,,
query,tpch0_01,1,1,ours,17,,,121.538,105032,90.945,106056,,,,,,,,,90.945,106056,ok,,
query,tpch0_01,1,1,rls_with_index,17,,,120.924,33664,90.574,33664,,,,,,,,,90.574,33664,ok,,
query,tpch0_01,1,1,ours,18,,,60.821,49436,60.665,55068,,,,,,,,,60.665,55068,ok,,
query,tpch0_01,1,1,rls_with_index,18,,,30.692,18596,30.378,34924,,,,,,,,,30.378,34924,ok,,
query,tpch0_01,1,1,ours,19,,,30.698,25916,30.449,51944,,,,,,,,,30.449,51944,ok,,
query,tpch0_01,1,1,rls_with_index,19,,,211.207,32440,210.993,33464,,,,,,,,,210.993,33464,ok,,
setup,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,__setup__,3830.170,4918599,,,,,,,,,,,,,,,ok,,
setup,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,__setup__,411.711,11583488,,,,,,,,,,,,,,,ok,,
query,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,17,,,61.784,49852,61.157,55412,,,,,,,,,61.157,55412,ok,,
query,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,17,,,60.674,39724,60.702,53620,,,,,,,,,60.702,53620,ok,,
query,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,18,,,91.623,52344,61.181,64116,,,,,,,,,61.181,64116,ok,,
query,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,18,,,60.712,41208,60.453,55556,,,,,,,,,60.453,55556,ok,,
query,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,19,,,61.526,50508,61.088,61288,,,,,,,,,61.088,61288,ok,,
query,tpch0_01,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,19,,,60.719,41780,30.548,37176,,,,,,,,,30.548,37176,ok,,
