row_type,db,K,policy_ids,baseline,query_id,setup_ms,disk_overhead_bytes,cold_ms,cold_peak_rss_kb,hot1_ms,hot1_peak_rss_kb,hot2_ms,hot2_peak_rss_kb,hot3_ms,hot3_peak_rss_kb,hot4_ms,hot4_peak_rss_kb,hot5_ms,hot5_peak_rss_kb,hot_avg_ms,hot_avg_peak_rss_kb,status,error_type,error_msg
setup,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,__setup__,5219.090,28003516,,,,,,,,,,,,,,,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,3,,,995.409,118120,151.311,153664,,,,,,,,,151.311,153664,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,4,,,934.978,151000,302.207,251864,,,,,,,,,302.207,251864,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,5,,,995.061,116912,151.276,155276,,,,,,,,,151.276,155276,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,7,,,995.084,116852,151.199,155168,,,,,,,,,151.199,155168,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,8,,,995.008,120292,151.274,159980,,,,,,,,,151.274,159980,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,10,,,995.067,115776,151.444,148552,,,,,,,,,151.444,148552,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,13,,,91.493,43416,30.638,43748,,,,,,,,,30.638,43748,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,15,,,813.990,127200,181.262,233400,,,,,,,,,181.262,233400,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,18,,,1025.171,161852,151.188,207432,,,,,,,,,151.188,207432,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",ours,22,,,91.418,41988,30.653,44036,,,,,,,,,30.653,44036,ok,,
setup,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,__setup__,2697.998,77275136,,,,,,,,,,,,,,,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,3,,,30.758,17056,30.719,26688,,,,,,,,,30.719,26688,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,4,,,90.746,118328,90.553,139228,,,,,,,,,90.553,139228,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,5,,,90.823,96144,90.841,141748,,,,,,,,,90.841,141748,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,7,,,60.744,71820,60.619,119740,,,,,,,,,60.619,119740,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,8,,,90.767,113924,60.563,125572,,,,,,,,,60.563,125572,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,10,,,60.756,50520,60.503,142216,,,,,,,,,60.503,142216,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,13,,,30.644,17056,30.402,25816,,,,,,,,,30.402,25816,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,15,,,60.675,80960,30.393,117592,,,,,,,,,30.393,117592,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,18,,,90.813,115392,60.505,122440,,,,,,,,,60.505,122440,ok,,
query,tpch0_1,10,"1,2,3,4,5,6,7,8,9,10",rls_with_index,22,,,30.657,17056,30.529,25816,,,,,,,,,30.529,25816,ok,,
