run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_tpch1_k15_clausemask2_20260218_110326,2026-02-18T11:04:08+05:30,tpch1,15,1,3732.653,96.411,801.525,5.044,258.046,2659.363,0.000,1197.807,423.407,398.827,0.000,67.999,25.135,1131.004,5599499,401698,3732.653,801.525,0.000,258.046,13.505,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
