run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_20260215_054327,2026-02-15T05:43:28+05:30,tpch0_01,5,"1,2,3,4,5",535.309,991827,1105920,368.366,7692288
