db,K,policy_ids,baseline,query_id,status,error_type,error_msg,eval_ms,artifact_load_ms,policy_total_ms,ctid_map_ms,filter_ms,bytes_artifacts_loaded,bytes_allow,bytes_ctid,bytes_blk_index,rows_seen,rows_passed,ctid_misses,peak_rss_kb_end,policy_profile_lines,has_new_layer_fields,profile_line
tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,1,ok,,,1.485,177.332,2627.521,0.000,2426.096,79969455,7203520,0,0,6001197,401698,0,1147156,2,1,eval_ms=1.485 artifact_load_ms=177.332 artifact_parse_ms=1992.080 atoms_ms=471.692 propagate_ms=7.944 project_ms=393.461 project_mask_ms=0.068 project_row_ms=376.722 project_mask_bytes=111 project_n_join_evals_max=6 project_clause_words_max=1 clause_plan_count_max=19 prop_join_scans_total=2 unique_join_struct_sigs_max=5 prop_table_scans=customer:2 stamp_ms=0.000 bin_ms=0.000 local_sat_ms=0.000 fill_ms=0.000 prop_ms=7.944 prop_iters=4 decode_ms=229.352 policy_total_ms=2627.521 ctid_map_ms=0.000 filter_ms=2426.096 child_exec_ms=834.170 ctid_extract_ms=834.639 ctid_to_rid_ms=0.000 allow_check_ms=135.426 projection_ms=52.910 n_scanned_tables=1 n_policy_targets=3 n_filters=1 bytes_artifacts_loaded=79969455 bytes_allow=7203520 bytes_ctid=0 bytes_blk_index=0 rows_seen=6001197 rows_passed=401698 ctid_misses=0 rss_kb_before_eval=69012 rss_kb_after_eval=69012 rss_kb_after_load=192952 rss_kb_after_engine=1118040 rss_kb_after_ctid=1120088 rss_kb_end=381104 peak_rss_kb_end=1147156
tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,3,ok,,,1.436,177.113,2625.121,0.000,330.056,79969455,9105536,0,0,731286,1,0,1148320,2,1,eval_ms=1.436 artifact_load_ms=177.113 artifact_parse_ms=1990.680 atoms_ms=467.150 propagate_ms=7.975 project_ms=391.849 project_mask_ms=0.075 project_row_ms=375.073 project_mask_bytes=111 project_n_join_evals_max=6 project_clause_words_max=1 clause_plan_count_max=19 prop_join_scans_total=2 unique_join_struct_sigs_max=5 prop_table_scans=customer:2 stamp_ms=0.000 bin_ms=0.000 local_sat_ms=0.000 fill_ms=0.000 prop_ms=7.975 prop_iters=4 decode_ms=229.991 policy_total_ms=2625.121 ctid_map_ms=0.000 filter_ms=330.056 child_exec_ms=182.856 ctid_extract_ms=63.399 ctid_to_rid_ms=0.000 allow_check_ms=16.769 projection_ms=0.001 n_scanned_tables=3 n_policy_targets=3 n_filters=3 bytes_artifacts_loaded=79969455 bytes_allow=9105536 bytes_ctid=0 bytes_blk_index=0 rows_seen=731286 rows_passed=1 ctid_misses=0 rss_kb_before_eval=70828 rss_kb_after_eval=70828 rss_kb_after_load=195584 rss_kb_after_engine=1119184 rss_kb_after_ctid=1121232 rss_kb_end=623060 peak_rss_kb_end=1148320
tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,6,ok,,,1.472,176.752,2625.671,0.000,780.252,79969455,7203520,0,0,114238,16364,0,1146232,2,1,eval_ms=1.472 artifact_load_ms=176.752 artifact_parse_ms=1989.660 atoms_ms=469.674 propagate_ms=7.937 project_ms=392.920 project_mask_ms=0.071 project_row_ms=376.593 project_mask_bytes=111 project_n_join_evals_max=6 project_clause_words_max=1 clause_plan_count_max=19 prop_join_scans_total=2 unique_join_struct_sigs_max=5 prop_table_scans=customer:2 stamp_ms=0.000 bin_ms=0.000 local_sat_ms=0.000 fill_ms=0.000 prop_ms=7.937 prop_iters=4 decode_ms=230.520 policy_total_ms=2625.671 ctid_map_ms=0.000 filter_ms=780.252 child_exec_ms=749.499 ctid_extract_ms=13.466 ctid_to_rid_ms=0.000 allow_check_ms=3.368 projection_ms=2.033 n_scanned_tables=1 n_policy_targets=3 n_filters=1 bytes_artifacts_loaded=79969455 bytes_allow=7203520 bytes_ctid=0 bytes_blk_index=0 rows_seen=114238 rows_passed=16364 ctid_misses=0 rss_kb_before_eval=68488 rss_kb_after_eval=68488 rss_kb_after_load=193220 rss_kb_after_engine=1117048 rss_kb_after_ctid=1119096 rss_kb_end=380684 peak_rss_kb_end=1146232
tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,13,ok,,,1.121,45.866,340.003,0.000,51.361,20878100,1902016,0,0,150000,0,0,239612,2,1,eval_ms=1.121 artifact_load_ms=45.866 artifact_parse_ms=314.500 atoms_ms=163.873 propagate_ms=1.432 project_ms=15.950 project_mask_ms=0.000 project_row_ms=0.000 project_mask_bytes=0 project_n_join_evals_max=0 project_clause_words_max=0 clause_plan_count_max=13 prop_join_scans_total=2 unique_join_struct_sigs_max=5 prop_table_scans=customer:2 stamp_ms=0.000 bin_ms=0.000 local_sat_ms=0.000 fill_ms=0.000 prop_ms=1.432 prop_iters=4 decode_ms=7.654 policy_total_ms=340.003 ctid_map_ms=0.000 filter_ms=51.361 child_exec_ms=26.181 ctid_extract_ms=8.131 ctid_to_rid_ms=0.000 allow_check_ms=3.463 projection_ms=0.000 n_scanned_tables=2 n_policy_targets=2 n_filters=2 bytes_artifacts_loaded=20878100 bytes_allow=1902016 bytes_ctid=0 bytes_blk_index=0 rows_seen=150000 rows_passed=0 ctid_misses=0 rss_kb_before_eval=73080 rss_kb_after_eval=73080 rss_kb_after_load=106920 rss_kb_after_engine=226056 rss_kb_after_ctid=226056 rss_kb_end=187036 peak_rss_kb_end=239612
tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,22,ok,,,1.123,47.955,339.610,0.000,147.907,20878100,1902016,0,0,38107,0,0,191988,2,1,eval_ms=1.123 artifact_load_ms=47.955 artifact_parse_ms=314.335 atoms_ms=164.341 propagate_ms=1.433 project_ms=16.265 project_mask_ms=0.000 project_row_ms=0.000 project_mask_bytes=0 project_n_join_evals_max=0 project_clause_words_max=0 clause_plan_count_max=13 prop_join_scans_total=2 unique_join_struct_sigs_max=5 prop_table_scans=customer:2 stamp_ms=0.000 bin_ms=0.000 local_sat_ms=0.000 fill_ms=0.000 prop_ms=1.433 prop_iters=4 decode_ms=7.099 policy_total_ms=339.610 ctid_map_ms=0.000 filter_ms=147.907 child_exec_ms=141.288 ctid_extract_ms=2.265 ctid_to_rid_ms=0.000 allow_check_ms=0.896 projection_ms=0.000 n_scanned_tables=2 n_policy_targets=2 n_filters=2 bytes_artifacts_loaded=20878100 bytes_allow=1902016 bytes_ctid=0 bytes_blk_index=0 rows_seen=38107 rows_passed=0 ctid_misses=0 rss_kb_before_eval=24928 rss_kb_after_eval=24928 rss_kb_after_load=59164 rss_kb_after_engine=178284 rss_kb_after_ctid=178284 rss_kb_end=133984 peak_rss_kb_end=191988
