db,baseline,query_id,policy_set_name,policy_ids,num_policies,query_complexity,policy_complexity,cold_ms,hot_ms,correctness,baseline_rows,rls_index_rows,mem_overhead_kb,status,error_type,error_msg,pre_run_memory_building_ms
postgres,rls,15,1-5,"1,2,3,4,5",5,8,30,31.388,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",0.000
postgres,rls,16,1-5,"1,2,3,4,5",5,10,0,31.189,31.449,TRUE,0,0,224,1,,,0.000
postgres,rls,17,1-5,"1,2,3,4,5",5,5,30,31.175,31.424,TRUE,1,1,896,1,,,0.000
postgres,rls,18,1-5,"1,2,3,4,5",5,9,30,31.217,31.465,TRUE,0,0,896,1,,,0.000
postgres,rls,19,1-5,"1,2,3,4,5",5,28,30,31.012,31.407,TRUE,1,1,1120,1,,,0.000
postgres,rls,20,1-5,"1,2,3,4,5",5,14,30,31.194,31.395,TRUE,0,0,0,1,,,0.000
postgres,rls,21,1-5,"1,2,3,4,5",5,17,30,31.271,31.535,TRUE,0,0,1120,1,,,0.000
postgres,rls,22,1-5,"1,2,3,4,5",5,9,0,31.030,31.490,TRUE,0,0,493,1,,,0.000
postgres,rls_index,1,1-5,"1,2,3,4,5",5,4,30,30.737,31.575,TRUE,0,0,1568,1,,,32.077
postgres,rls_index,2,1-5,"1,2,3,4,5",5,15,0,31.392,31.621,TRUE,0,0,-448,1,,,32.077
postgres,rls_index,3,1-5,"1,2,3,4,5",5,8,0,31.112,31.376,TRUE,0,0,896,1,,,32.077
postgres,rls_index,4,1-5,"1,2,3,4,5",5,9,30,31.021,31.506,TRUE,0,0,1344,1,,,32.077
postgres,rls_index,5,1-5,"1,2,3,4,5",5,12,0,31.103,31.554,TRUE,0,0,1792,1,,,32.077
postgres,rls_index,6,1-5,"1,2,3,4,5",5,6,30,31.140,31.573,TRUE,1,1,896,1,,,32.077
postgres,rls_index,7,1-5,"1,2,3,4,5",5,15,0,31.221,31.464,TRUE,0,0,892,1,,,32.077
postgres,rls_index,8,1-5,"1,2,3,4,5",5,15,0,31.144,31.444,TRUE,0,0,1792,1,,,32.077
postgres,rls_index,9,1-5,"1,2,3,4,5",5,11,0,31.197,31.606,TRUE,0,0,1023,1,,,32.077
postgres,rls_index,10,1-5,"1,2,3,4,5",5,9,0,31.135,31.510,TRUE,0,0,1120,1,,,32.077
postgres,rls_index,11,1-5,"1,2,3,4,5",5,9,0,30.421,31.229,TRUE,0,0,224,1,,,32.077
postgres,rls_index,12,1-5,"1,2,3,4,5",5,11,0,31.145,31.393,TRUE,0,0,1344,1,,,32.077
postgres,rls_index,13,1-5,"1,2,3,4,5",5,6,0,31.190,31.350,TRUE,0,0,224,1,,,32.077
postgres,rls_index,14,1-5,"1,2,3,4,5",5,4,30,31.537,31.420,TRUE,1,1,896,1,,,32.077
postgres,rls_index,15,1-5,"1,2,3,4,5",5,8,30,31.141,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",32.077
postgres,rls_index,16,1-5,"1,2,3,4,5",5,10,0,31.154,31.391,TRUE,0,0,224,1,,,32.077
postgres,rls_index,17,1-5,"1,2,3,4,5",5,5,30,30.979,31.361,TRUE,1,1,1792,1,,,32.077
postgres,rls_index,18,1-5,"1,2,3,4,5",5,9,30,31.392,31.441,TRUE,0,0,1120,1,,,32.077
postgres,rls_index,19,1-5,"1,2,3,4,5",5,28,30,31.271,31.457,TRUE,1,1,1120,1,,,32.077
postgres,rls_index,20,1-5,"1,2,3,4,5",5,14,30,31.124,31.508,TRUE,0,0,1120,1,,,32.077
postgres,rls_index,21,1-5,"1,2,3,4,5",5,17,30,30.948,31.358,TRUE,0,0,1568,1,,,32.077
postgres,rls_index,22,1-5,"1,2,3,4,5",5,9,0,31.325,31.556,TRUE,0,0,0,1,,,32.077
postgres,sieve,1,1-5,"1,2,3,4,5",5,4,30,31.065,31.352,TRUE,0,0,672,1,,,8.381
postgres,sieve,2,1-5,"1,2,3,4,5",5,15,0,31.299,31.377,TRUE,0,0,-448,1,,,8.381
postgres,sieve,3,1-5,"1,2,3,4,5",5,8,0,31.345,31.375,TRUE,0,0,0,1,,,8.381
postgres,sieve,4,1-5,"1,2,3,4,5",5,9,30,31.052,31.405,TRUE,0,0,672,1,,,8.381
postgres,sieve,5,1-5,"1,2,3,4,5",5,12,0,30.582,31.249,TRUE,0,0,339,1,,,8.381
postgres,sieve,6,1-5,"1,2,3,4,5",5,6,30,31.160,31.511,TRUE,1,1,448,1,,,8.381
postgres,sieve,7,1-5,"1,2,3,4,5",5,15,0,31.008,31.379,TRUE,0,0,448,1,,,8.381
postgres,sieve,8,1-5,"1,2,3,4,5",5,15,0,31.137,30.994,TRUE,0,0,727,1,,,8.381
postgres,sieve,9,1-5,"1,2,3,4,5",5,11,0,31.040,31.350,TRUE,0,0,-224,1,,,8.381
postgres,sieve,10,1-5,"1,2,3,4,5",5,9,0,31.358,31.424,TRUE,0,0,851,1,,,8.381
postgres,sieve,11,1-5,"1,2,3,4,5",5,9,0,31.109,31.472,TRUE,0,0,-224,1,,,8.381
postgres,sieve,12,1-5,"1,2,3,4,5",5,11,0,31.086,31.465,TRUE,0,0,-224,1,,,8.381
postgres,sieve,13,1-5,"1,2,3,4,5",5,6,0,31.124,31.419,TRUE,0,0,0,1,,,8.381
postgres,sieve,14,1-5,"1,2,3,4,5",5,4,30,31.193,31.485,TRUE,1,1,224,1,,,8.381
postgres,sieve,15,1-5,"1,2,3,4,5",5,8,30,31.066,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",8.381
postgres,sieve,16,1-5,"1,2,3,4,5",5,10,0,31.181,31.523,TRUE,0,0,-224,1,,,8.381
postgres,sieve,17,1-5,"1,2,3,4,5",5,5,30,30.856,31.515,TRUE,1,1,888,1,,,8.381
postgres,sieve,18,1-5,"1,2,3,4,5",5,9,30,30.957,31.489,TRUE,0,0,896,1,,,8.381
postgres,sieve,19,1-5,"1,2,3,4,5",5,28,30,31.071,31.509,TRUE,1,1,1120,1,,,8.381
postgres,sieve,20,1-5,"1,2,3,4,5",5,14,30,31.144,31.451,TRUE,0,0,672,1,,,8.381
postgres,sieve,21,1-5,"1,2,3,4,5",5,17,30,31.145,31.400,TRUE,0,0,827,1,,,8.381
postgres,sieve,22,1-5,"1,2,3,4,5",5,9,0,31.096,31.439,TRUE,0,0,45,1,,,8.381
postgres,sieve_index,1,1-5,"1,2,3,4,5",5,4,30,31.076,31.409,TRUE,0,0,2016,1,,,33.951
postgres,sieve_index,2,1-5,"1,2,3,4,5",5,15,0,31.142,31.385,TRUE,0,0,-224,1,,,33.951
postgres,sieve_index,3,1-5,"1,2,3,4,5",5,8,0,31.174,31.059,TRUE,0,0,448,1,,,33.951
postgres,sieve_index,4,1-5,"1,2,3,4,5",5,9,30,30.551,30.995,TRUE,0,0,896,1,,,33.951
postgres,sieve_index,5,1-5,"1,2,3,4,5",5,12,0,31.105,31.013,TRUE,0,0,672,1,,,33.951
postgres,sieve_index,6,1-5,"1,2,3,4,5",5,6,30,30.417,30.674,TRUE,1,1,448,1,,,33.951
postgres,sieve_index,7,1-5,"1,2,3,4,5",5,15,0,30.382,30.647,TRUE,0,0,672,1,,,33.951
postgres,sieve_index,8,1-5,"1,2,3,4,5",5,15,0,30.427,30.875,TRUE,0,0,672,1,,,33.951
postgres,sieve_index,9,1-5,"1,2,3,4,5",5,11,0,31.099,31.254,TRUE,0,0,448,1,,,33.951
postgres,sieve_index,10,1-5,"1,2,3,4,5",5,9,0,30.938,31.083,TRUE,0,0,672,1,,,33.951
postgres,sieve_index,11,1-5,"1,2,3,4,5",5,9,0,30.980,31.166,TRUE,0,0,0,1,,,33.951
postgres,sieve_index,12,1-5,"1,2,3,4,5",5,11,0,31.100,31.203,TRUE,0,0,448,1,,,33.951
postgres,sieve_index,13,1-5,"1,2,3,4,5",5,6,0,30.823,31.394,TRUE,0,0,-224,1,,,33.951
postgres,sieve_index,14,1-5,"1,2,3,4,5",5,4,30,30.991,31.397,TRUE,1,1,224,1,,,33.951
postgres,sieve_index,15,1-5,"1,2,3,4,5",5,8,30,30.698,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",33.951
postgres,sieve_index,16,1-5,"1,2,3,4,5",5,10,0,31.105,31.337,TRUE,0,0,224,1,,,33.951
postgres,sieve_index,17,1-5,"1,2,3,4,5",5,5,30,30.833,31.393,TRUE,1,1,448,1,,,33.951
postgres,sieve_index,18,1-5,"1,2,3,4,5",5,9,30,30.941,31.415,TRUE,0,0,896,1,,,33.951
postgres,sieve_index,19,1-5,"1,2,3,4,5",5,28,30,31.039,31.365,TRUE,1,1,896,1,,,33.951
postgres,sieve_index,20,1-5,"1,2,3,4,5",5,14,30,31.177,31.440,TRUE,0,0,448,1,,,33.951
postgres,sieve_index,21,1-5,"1,2,3,4,5",5,17,30,31.170,31.374,TRUE,0,0,987,1,,,33.951
postgres,sieve_index,22,1-5,"1,2,3,4,5",5,9,0,31.060,31.200,TRUE,0,0,269,1,,,33.951
postgres,ours,1,1-5,"1,2,3,4,5",5,4,30,31.558,31.697,TRUE,0,0,9408,1,,,11.315
postgres,ours,2,1-5,"1,2,3,4,5",5,15,0,31.649,31.576,TRUE,0,0,6944,1,,,11.315
postgres,ours,3,1-5,"1,2,3,4,5",5,8,0,31.705,31.629,TRUE,0,0,8064,1,,,11.315
postgres,ours,4,1-5,"1,2,3,4,5",5,9,30,30.726,31.730,TRUE,0,0,8064,1,,,11.315
postgres,ours,5,1-5,"1,2,3,4,5",5,12,0,30.943,31.579,TRUE,0,0,8512,1,,,11.315
postgres,ours,6,1-5,"1,2,3,4,5",5,6,30,31.525,31.651,TRUE,1,1,8960,1,,,11.315
postgres,ours,7,1-5,"1,2,3,4,5",5,15,0,31.396,31.649,TRUE,0,0,8064,1,,,11.315
postgres,ours,8,1-5,"1,2,3,4,5",5,15,0,31.078,31.635,TRUE,0,0,8512,1,,,11.315
postgres,ours,9,1-5,"1,2,3,4,5",5,11,0,31.303,31.383,TRUE,0,0,8467,1,,,11.315
postgres,ours,10,1-5,"1,2,3,4,5",5,9,0,30.528,31.253,TRUE,0,0,8467,1,,,11.315
postgres,ours,11,1-5,"1,2,3,4,5",5,9,0,31.552,31.629,TRUE,0,0,7347,1,,,11.315
postgres,ours,12,1-5,"1,2,3,4,5",5,11,0,30.867,31.467,TRUE,0,0,8512,1,,,11.315
postgres,ours,13,1-5,"1,2,3,4,5",5,6,0,31.009,31.713,TRUE,0,0,7616,1,,,11.315
postgres,ours,14,1-5,"1,2,3,4,5",5,4,30,31.487,31.886,TRUE,1,1,8064,1,,,11.315
postgres,ours,15,1-5,"1,2,3,4,5",5,8,30,30.949,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",11.315
postgres,ours,16,1-5,"1,2,3,4,5",5,10,0,31.570,31.853,TRUE,0,0,7123,1,,,11.315
postgres,ours,17,1-5,"1,2,3,4,5",5,5,30,31.641,31.936,TRUE,1,1,8691,1,,,11.315
postgres,ours,18,1-5,"1,2,3,4,5",5,9,30,30.963,31.936,TRUE,0,0,8780,1,,,11.315
postgres,ours,19,1-5,"1,2,3,4,5",5,28,30,31.740,31.728,TRUE,1,1,8736,1,,,11.315
postgres,ours,20,1-5,"1,2,3,4,5",5,14,30,31.653,31.473,TRUE,0,0,8467,1,,,11.315
postgres,ours,21,1-5,"1,2,3,4,5",5,17,30,31.652,31.729,TRUE,0,0,8512,1,,,11.315
postgres,ours,22,1-5,"1,2,3,4,5",5,9,0,31.160,31.478,TRUE,0,0,7661,1,,,11.315
postgres,no_policy,1,1-10,"1,2,3,4,5,6,7,8,9,10",10,4,30,30.716,31.293,TRUE,0,0,0,1,,,0.000
postgres,no_policy,2,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,30.965,30.913,TRUE,0,0,0,1,,,0.000
postgres,no_policy,3,1-10,"1,2,3,4,5,6,7,8,9,10",10,8,27,31.299,30.777,TRUE,0,0,0,1,,,0.000
postgres,no_policy,4,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,30,31.308,31.214,TRUE,0,0,0,1,,,0.000
postgres,no_policy,5,1-10,"1,2,3,4,5,6,7,8,9,10",10,12,27,30.995,31.145,TRUE,0,0,0,1,,,0.000
postgres,no_policy,6,1-10,"1,2,3,4,5,6,7,8,9,10",10,6,30,31.170,31.401,TRUE,1,1,0,1,,,0.000
postgres,no_policy,7,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.120,31.337,TRUE,0,0,0,1,,,0.000
postgres,no_policy,8,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,30.973,31.369,TRUE,0,0,0,1,,,0.000
postgres,no_policy,9,1-10,"1,2,3,4,5,6,7,8,9,10",10,11,0,31.095,31.269,TRUE,0,0,0,1,,,0.000
postgres,no_policy,10,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,27,30.708,31.301,TRUE,0,0,0,1,,,0.000
postgres,no_policy,11,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,0,31.165,31.306,TRUE,0,0,0,1,,,0.000
postgres,no_policy,12,1-10,"1,2,3,4,5,6,7,8,9,10",10,11,0,31.116,31.056,TRUE,0,0,0,1,,,0.000
postgres,no_policy,13,1-10,"1,2,3,4,5,6,7,8,9,10",10,6,27,30.984,31.060,TRUE,0,0,0,1,,,0.000
postgres,no_policy,14,1-10,"1,2,3,4,5,6,7,8,9,10",10,4,30,31.089,30.900,TRUE,1,1,0,1,,,0.000
postgres,no_policy,15,1-10,"1,2,3,4,5,6,7,8,9,10",10,8,30,31.105,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",0.000
postgres,no_policy,16,1-10,"1,2,3,4,5,6,7,8,9,10",10,10,0,31.070,31.299,TRUE,0,0,0,1,,,0.000
postgres,no_policy,17,1-10,"1,2,3,4,5,6,7,8,9,10",10,5,30,31.186,31.131,TRUE,1,1,0,1,,,0.000
postgres,no_policy,18,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,57,31.011,31.073,TRUE,0,0,0,1,,,0.000
postgres,no_policy,19,1-10,"1,2,3,4,5,6,7,8,9,10",10,28,30,31.128,31.171,TRUE,1,1,0,1,,,0.000
postgres,no_policy,20,1-10,"1,2,3,4,5,6,7,8,9,10",10,14,30,30.877,31.074,TRUE,0,0,0,1,,,0.000
postgres,no_policy,21,1-10,"1,2,3,4,5,6,7,8,9,10",10,17,30,30.946,31.230,TRUE,0,0,0,1,,,0.000
postgres,no_policy,22,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,27,30.901,31.139,TRUE,0,0,0,1,,,0.000
postgres,view_based,1,1-10,"1,2,3,4,5,6,7,8,9,10",10,4,30,30.894,31.180,TRUE,0,0,448,1,,,5.347
postgres,view_based,2,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.152,31.354,TRUE,0,0,-269,1,,,5.347
postgres,view_based,3,1-10,"1,2,3,4,5,6,7,8,9,10",10,8,27,30.669,30.761,TRUE,0,0,-135,1,,,5.347
postgres,view_based,4,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,30,30.835,31.287,TRUE,0,0,1030,1,,,5.347
postgres,view_based,5,1-10,"1,2,3,4,5,6,7,8,9,10",10,12,27,31.187,31.098,TRUE,0,0,1407,1,,,5.347
postgres,view_based,6,1-10,"1,2,3,4,5,6,7,8,9,10",10,6,30,31.160,31.181,TRUE,1,1,896,1,,,5.347
postgres,view_based,7,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.132,31.346,TRUE,0,0,1467,1,,,5.347
postgres,view_based,8,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.007,31.056,TRUE,0,0,944,1,,,5.347
postgres,view_based,9,1-10,"1,2,3,4,5,6,7,8,9,10",10,11,0,30.916,31.032,TRUE,0,0,1043,1,,,5.347
postgres,view_based,10,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,27,31.170,31.166,TRUE,0,0,896,1,,,5.347
postgres,view_based,11,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,0,31.125,31.381,TRUE,0,0,-224,1,,,5.347
postgres,view_based,12,1-10,"1,2,3,4,5,6,7,8,9,10",10,11,0,30.996,30.891,TRUE,0,0,896,1,,,5.347
postgres,view_based,13,1-10,"1,2,3,4,5,6,7,8,9,10",10,6,27,31.134,31.369,TRUE,0,0,627,1,,,5.347
postgres,view_based,14,1-10,"1,2,3,4,5,6,7,8,9,10",10,4,30,31.103,31.189,TRUE,1,1,896,1,,,5.347
postgres,view_based,15,1-10,"1,2,3,4,5,6,7,8,9,10",10,8,30,31.064,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",5.347
postgres,view_based,16,1-10,"1,2,3,4,5,6,7,8,9,10",10,10,0,31.226,31.347,TRUE,0,0,224,1,,,5.347
postgres,view_based,17,1-10,"1,2,3,4,5,6,7,8,9,10",10,5,30,30.698,31.470,TRUE,1,1,1568,1,,,5.347
postgres,view_based,18,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,57,31.043,31.326,TRUE,0,0,843,1,,,5.347
postgres,view_based,19,1-10,"1,2,3,4,5,6,7,8,9,10",10,28,30,30.799,31.197,TRUE,1,1,896,1,,,5.347
postgres,view_based,20,1-10,"1,2,3,4,5,6,7,8,9,10",10,14,30,31.130,31.330,TRUE,0,0,1344,1,,,5.347
postgres,view_based,21,1-10,"1,2,3,4,5,6,7,8,9,10",10,17,30,30.982,31.230,TRUE,0,0,1466,1,,,5.347
postgres,view_based,22,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,27,30.960,31.408,TRUE,0,0,1120,1,,,5.347
postgres,rls,1,1-10,"1,2,3,4,5,6,7,8,9,10",10,4,30,31.199,31.346,TRUE,0,0,672,1,,,0.000
postgres,rls,2,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.209,31.453,TRUE,0,0,-224,1,,,0.000
postgres,rls,3,1-10,"1,2,3,4,5,6,7,8,9,10",10,8,27,31.242,30.877,TRUE,0,0,-1165,1,,,0.000
postgres,rls,4,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,30,30.622,30.999,TRUE,0,0,0,1,,,0.000
postgres,rls,5,1-10,"1,2,3,4,5,6,7,8,9,10",10,12,27,30.940,31.417,TRUE,0,0,-224,1,,,0.000
postgres,rls,6,1-10,"1,2,3,4,5,6,7,8,9,10",10,6,30,31.178,31.374,TRUE,1,1,-672,1,,,0.000
postgres,rls,7,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.254,31.008,TRUE,0,0,-672,1,,,0.000
postgres,rls,8,1-10,"1,2,3,4,5,6,7,8,9,10",10,15,0,31.223,31.210,TRUE,0,0,-403,1,,,0.000
postgres,rls,9,1-10,"1,2,3,4,5,6,7,8,9,10",10,11,0,31.132,31.477,TRUE,0,0,-200,1,,,0.000
postgres,rls,10,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,27,31.088,31.290,TRUE,0,0,-448,1,,,0.000
postgres,rls,11,1-10,"1,2,3,4,5,6,7,8,9,10",10,9,0,30.978,31.330,TRUE,0,0,224,1,,,0.000
postgres,rls,12,1-10,"1,2,3,4,5,6,7,8,9,10",10,11,0,31.251,31.332,TRUE,0,0,-672,1,,,0.000
postgres,rls,13,1-10,"1,2,3,4,5,6,7,8,9,10",10,6,27,31.281,31.331,TRUE,0,0,224,1,,,0.000
postgres,rls,14,1-10,"1,2,3,4,5,6,7,8,9,10",10,4,30,30.911,31.350,TRUE,1,1,-1120,1,,,0.000
postgres,rls,15,1-10,"1,2,3,4,5,6,7,8,9,10",10,8,30,31.169,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",0.000
postgres,rls,16,1-10,"1,2,3,4,5,6,7,8,9,10",10,10,0,31.269,31.336,TRUE,0,0,-224,1,,,0.000
