run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_deporder_wstart11_20260219_032608,2026-02-19T03:46:24+05:30,tpch0_1,5,"11,12,13,14,15",1227.377,6951566,7282688,1116.254,28426240
matrix_deporder_wstart11_20260219_032608,2026-02-19T03:46:49+05:30,tpch0_1,15,"11,12,13,14,15,16,17,18,19,20,1,2,3,4,5",3515.605,19114398,19939328,3062.595,108969984
matrix_deporder_wstart11_20260219_032608,2026-02-19T03:48:04+05:30,tpch1,5,"11,12,13,14,15",14219.685,69480653,72171520,11687.970,281272320
matrix_deporder_wstart11_20260219_032608,2026-02-19T03:51:34+05:30,tpch1,15,"11,12,13,14,15,16,17,18,19,20,1,2,3,4,5",38907.808,197250068,204767232,34334.842,1083711488
