db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,0.1,3,"1,2,3",226.425,90.721,2.496,0.000,0.000,0.000,169026,119950,20420305,44032000
tpch0_1,0.1,4,"1,2,3,4",271.699,90.754,2.994,0.000,0.000,0.000,222406,121900,26776011,75563008
tpch0_1,0.1,5,"1,2,3,4,5",271.758,90.675,2.997,0.000,0.000,0.000,219796,121528,26776011,75563008
