db,K,policy_ids,baseline,query_id,status,error_type,error_msg,eval_ms,artifact_load_ms,policy_total_ms,ctid_map_ms,filter_ms,bytes_artifacts_loaded,bytes_allow,bytes_ctid,bytes_blk_index,rows_seen,rows_passed,ctid_misses,peak_rss_kb_end,policy_profile_lines,has_new_layer_fields,profile_line
tpch0_1,3,"1,2,3",ours,1,ok,,,0.316,34.591,113.583,2.465,269.258,20420296,75072,4804576,1584188,600569,0,0,152252,2,1,eval_ms=0.316 artifact_load_ms=34.591 artifact_parse_ms=16.617 stamp_ms=84.646 bin_ms=5.082 local_sat_ms=0.935 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=113.583 ctid_map_ms=2.465 filter_ms=269.258 child_exec_ms=87.881 ctid_extract_ms=81.313 ctid_to_rid_ms=13.981 allow_check_ms=13.028 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=20420296 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=600569 rows_passed=0 ctid_misses=0 rss_kb_before_eval=29508 rss_kb_after_eval=29508 rss_kb_after_load=57044 rss_kb_after_engine=73944 rss_kb_after_ctid=73944 rss_kb_end=152252 peak_rss_kb_end=152252
tpch0_1,3,"1,2,3",ours,6,ok,,,0.312,34.001,111.102,2.579,53.853,20420296,75072,4804576,1584188,11482,0,0,155244,2,1,eval_ms=0.312 artifact_load_ms=34.001 artifact_parse_ms=16.735 stamp_ms=81.870 bin_ms=5.086 local_sat_ms=0.938 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=111.102 ctid_map_ms=2.579 filter_ms=53.853 child_exec_ms=51.339 ctid_extract_ms=0.256 ctid_to_rid_ms=0.507 allow_check_ms=0.297 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=20420296 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=11482 rows_passed=0 ctid_misses=0 rss_kb_before_eval=28996 rss_kb_after_eval=28996 rss_kb_after_load=55900 rss_kb_after_engine=73356 rss_kb_after_ctid=73356 rss_kb_end=155244 peak_rss_kb_end=155244
tpch0_1,4,"1,2,3,4",ours,1,ok,,,0.397,54.097,167.022,2.585,269.437,26776002,75072,4804576,1584188,600569,0,0,157904,2,1,eval_ms=0.397 artifact_load_ms=54.097 artifact_parse_ms=31.424 stamp_ms=103.720 bin_ms=5.157 local_sat_ms=2.051 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=167.022 ctid_map_ms=2.585 filter_ms=269.437 child_exec_ms=88.237 ctid_extract_ms=81.142 ctid_to_rid_ms=13.996 allow_check_ms=13.051 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=26776002 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=600569 rows_passed=0 ctid_misses=0 rss_kb_before_eval=29564 rss_kb_after_eval=29564 rss_kb_after_load=69508 rss_kb_after_engine=91784 rss_kb_after_ctid=91784 rss_kb_end=157904 peak_rss_kb_end=157904
tpch0_1,4,"1,2,3,4",ours,6,ok,,,0.328,52.364,170.332,2.611,54.691,26776002,75072,4804576,1584188,11482,0,0,161632,2,1,eval_ms=0.328 artifact_load_ms=52.364 artifact_parse_ms=31.326 stamp_ms=107.436 bin_ms=5.106 local_sat_ms=2.053 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=170.332 ctid_map_ms=2.611 filter_ms=54.691 child_exec_ms=52.214 ctid_extract_ms=0.256 ctid_to_rid_ms=0.492 allow_check_ms=0.276 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=26776002 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=11482 rows_passed=0 ctid_misses=0 rss_kb_before_eval=29052 rss_kb_after_eval=29052 rss_kb_after_load=68868 rss_kb_after_engine=91940 rss_kb_after_ctid=91940 rss_kb_end=161632 peak_rss_kb_end=161632
tpch0_1,5,"1,2,3,4,5",ours,1,ok,,,0.536,53.941,222.523,2.586,267.190,26776002,75072,4804576,1584188,600569,0,0,160492,2,1,eval_ms=0.536 artifact_load_ms=53.941 artifact_parse_ms=31.348 stamp_ms=156.831 bin_ms=5.448 local_sat_ms=4.450 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=222.523 ctid_map_ms=2.586 filter_ms=267.190 child_exec_ms=86.073 ctid_extract_ms=81.072 ctid_to_rid_ms=13.962 allow_check_ms=13.038 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=26776002 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=600569 rows_passed=0 ctid_misses=0 rss_kb_before_eval=30076 rss_kb_after_eval=30076 rss_kb_after_load=67980 rss_kb_after_engine=90248 rss_kb_after_ctid=90248 rss_kb_end=160492 peak_rss_kb_end=160492
tpch0_1,5,"1,2,3,4,5",ours,6,ok,,,0.532,54.859,222.298,2.646,55.065,26776002,75072,4804576,1584188,11482,0,0,162956,2,1,eval_ms=0.532 artifact_load_ms=54.859 artifact_parse_ms=31.447 stamp_ms=156.647 bin_ms=5.453 local_sat_ms=4.464 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=222.298 ctid_map_ms=2.646 filter_ms=55.065 child_exec_ms=52.579 ctid_extract_ms=0.258 ctid_to_rid_ms=0.499 allow_check_ms=0.273 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=26776002 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=11482 rows_passed=0 ctid_misses=0 rss_kb_before_eval=29564 rss_kb_after_eval=29564 rss_kb_after_load=67376 rss_kb_after_engine=89656 rss_kb_after_ctid=89656 rss_kb_end=162956 peak_rss_kb_end=162956
