db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,0.1,1,1,196.171,105.642,1.857,196.130,105.639,1.857,164195,114704,10810396,8372224
tpch0_1,0.1,5,"1,2,3,4,5",211.362,75.560,2.797,203.722,75.531,2.697,208936,119018,26776011,75563008
tpch0_1,0.1,10,"1,2,3,4,5,10,11,12,13,14",286.669,45.544,6.294,286.669,30.421,9.423,201824,73611,30629904,80003072
