baseline,K,query_id,trial_type,trial_idx,elapsed_ms,mem_peak_mb,mem_delta_mb,status,error_type,error_msg,timeout_ms,eval_ms,artifact_load_ms,artifact_parse_ms,stamp_ms,bin_ms,local_sat_ms,prop_ms,prop_iters,decode_ms,ctid_map_ms,filter_ms,rows_seen,rows_passed,policy_total_ms
rls_with_index,5,6,hot,1,141.710,17.781,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,6,hot,2,141.930,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,6,hot,3,121.623,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,6,hot,4,141.836,18.875,2.406,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,6,hot,5,162.308,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,7,cold,0,40.495,21.719,5.250,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,7,hot,1,40.773,22.156,5.906,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,7,hot,2,20.548,16.211,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,7,hot,3,40.675,22.156,5.688,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,7,hot,4,40.760,21.938,5.688,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,7,hot,5,40.748,21.938,5.469,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,8,cold,0,931.207,38.562,22.094,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,8,hot,1,1092.671,38.562,22.094,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,8,hot,2,932.028,38.781,22.312,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,8,hot,3,910.435,39.438,23.188,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,8,hot,4,1072.630,39.219,22.750,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_with_index,5,8,hot,5,1073.449,39.219,22.969,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,1,cold,0,20.176,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,1,hot,1,20.416,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,1,hot,2,20.405,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,1,hot,3,20.665,15.594,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,1,hot,4,20.400,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,1,hot,5,20.197,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,2,cold,0,20.237,16.230,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,2,hot,1,20.266,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,2,hot,2,20.218,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,2,hot,3,20.237,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,2,hot,4,20.246,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,2,hot,5,20.242,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,3,cold,0,20.279,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,3,hot,1,20.400,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,3,hot,2,20.289,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,3,hot,3,20.327,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,3,hot,4,20.399,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,3,hot,5,20.341,16.469,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,4,cold,0,20.333,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,4,hot,1,20.185,16.031,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,4,hot,2,20.149,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,4,hot,3,20.196,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,4,hot,4,40.555,41.625,25.156,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,4,hot,5,20.408,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,5,cold,0,121.421,17.781,1.750,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,5,hot,1,121.838,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,5,hot,2,141.758,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,5,hot,3,141.906,21.492,5.688,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,5,hot,4,121.269,17.781,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,5,hot,5,121.699,18.219,1.750,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,6,cold,0,100.983,17.781,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,6,hot,1,121.573,24.344,8.094,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,6,hot,2,121.774,17.125,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,6,hot,3,141.790,22.812,6.344,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,6,hot,4,121.222,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,6,hot,5,141.812,21.500,5.031,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,7,cold,0,40.619,38.125,21.656,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,7,hot,1,40.677,36.789,20.781,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,7,hot,2,40.604,44.688,28.656,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,7,hot,3,40.754,28.719,12.906,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,7,hot,4,20.135,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,7,hot,5,20.181,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,8,cold,0,908.497,52.781,36.312,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,8,hot,1,1069.534,52.344,36.312,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,8,hot,2,909.437,53.438,37.188,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,8,hot,3,910.948,52.562,36.969,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,8,hot,4,911.770,53.656,37.406,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
rls_no_index,5,8,hot,5,1072.743,53.656,37.406,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,1,cold,0,20.245,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,1,hot,1,20.424,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,1,hot,2,20.313,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,1,hot,3,20.285,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,1,hot,4,20.283,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,1,hot,5,20.301,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,2,cold,0,20.306,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,2,hot,1,20.334,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,2,hot,2,20.352,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,2,hot,3,20.301,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,2,hot,4,20.265,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,2,hot,5,20.294,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,3,cold,0,20.672,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,3,hot,1,20.413,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,3,hot,2,20.317,16.469,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,3,hot,3,20.291,16.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,3,hot,4,20.388,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,3,hot,5,20.265,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,4,cold,0,20.237,16.469,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,4,hot,1,20.296,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,4,hot,2,20.274,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,4,hot,3,20.241,15.375,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,4,hot,4,20.281,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,4,hot,5,20.384,16.031,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,5,cold,0,81.029,20.406,4.375,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,5,hot,1,60.776,17.781,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,5,hot,2,60.759,17.562,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,5,hot,3,60.873,23.031,6.562,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,5,hot,4,60.890,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,5,hot,5,60.847,21.281,5.031,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,6,cold,0,60.738,17.781,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,6,hot,1,81.225,25.438,9.625,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,6,hot,2,81.073,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,6,hot,3,81.115,19.750,3.500,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,6,hot,4,81.055,17.781,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,6,hot,5,81.224,18.000,1.531,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,7,cold,0,20.188,16.469,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,7,hot,1,20.313,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,7,hot,2,20.170,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,7,hot,3,20.330,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,7,hot,4,20.229,16.250,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,7,hot,5,20.144,16.250,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,8,cold,0,80.756,60.000,43.750,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,8,hot,1,81.073,60.656,44.406,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,8,hot,2,101.538,59.344,42.875,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,8,hot,3,81.047,58.688,42.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,8,hot,4,80.720,61.094,44.844,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
nopolicy,10,8,hot,5,80.793,60.000,43.750,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,1,cold,0,40.294,39.066,16.254,ok,,,60000,0.193,2.601,3.838,3.779,0.355,3.386,0.000,0,0.000,0.362,1.149,15000,0,26.942
ours,10,1,hot,1,40.334,39.070,16.258,ok,,,60000,0.197,2.663,3.934,3.966,0.353,3.857,0.000,0,0.000,0.425,1.438,15000,0,28.129
ours,10,1,hot,2,40.263,38.910,15.879,ok,,,60000,0.223,3.164,3.213,2.897,0.257,2.451,0.000,0,0.000,0.294,0.899,15000,0,23.229
ours,10,1,hot,3,40.685,38.293,15.262,ok,,,60000,0.530,6.207,3.629,2.867,0.245,2.441,0.000,0,0.000,0.306,0.910,15000,0,22.609
ours,10,1,hot,4,40.400,39.590,17.215,ok,,,60000,0.130,1.841,2.812,3.016,0.261,2.535,0.000,0,0.000,0.304,0.915,15000,0,20.265
ours,10,1,hot,5,40.406,39.746,16.934,ok,,,60000,0.133,1.907,2.537,2.853,0.243,2.521,0.000,0,0.000,0.292,0.896,15000,0,19.832
ours,10,2,cold,0,40.329,39.680,17.086,ok,,,60000,0.133,1.839,2.661,2.879,0.245,2.459,0.000,0,0.000,0.300,1.022,3028,0,19.626
ours,10,2,hot,1,40.548,39.996,17.184,ok,,,60000,0.132,1.848,2.698,2.785,0.255,2.452,0.000,0,0.000,0.305,1.022,3028,0,19.434
ours,10,2,hot,2,40.524,40.066,17.254,ok,,,60000,0.129,1.832,2.627,2.810,0.260,2.513,0.000,0,0.000,0.316,1.049,3028,0,19.413
ours,10,2,hot,3,40.291,40.066,17.254,ok,,,60000,0.132,1.848,2.678,2.780,0.248,2.477,0.000,0,0.000,0.302,1.061,3028,0,19.606
ours,10,2,hot,4,40.449,40.004,16.973,ok,,,60000,0.129,1.812,2.698,2.776,0.248,2.511,0.000,0,0.000,0.303,1.039,3028,0,19.477
ours,10,2,hot,5,40.552,39.090,16.277,ok,,,60000,0.160,2.244,3.235,3.516,0.298,2.940,0.000,0,0.000,0.385,1.202,3028,0,23.641
ours,10,3,cold,0,20.292,22.594,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,3,hot,1,20.293,22.594,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,3,hot,2,20.294,22.594,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,3,hot,3,20.258,22.812,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,3,hot,4,20.333,23.031,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,3,hot,5,20.331,22.594,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,4,cold,0,20.313,22.812,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,4,hot,1,40.556,47.969,25.156,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,4,hot,2,20.316,22.812,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,4,hot,3,20.141,22.812,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,4,hot,4,20.264,22.812,0.000,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,4,hot,5,20.141,23.031,0.219,ok,,,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,5,cold,0,344.687,120.035,97.441,ok,,,60000,0.358,40.317,5.434,142.657,10.057,7.096,0.000,0,0.000,20.043,72.169,296091,2680,195.925
ours,10,5,hot,1,304.195,119.770,97.176,ok,,,60000,0.136,30.447,4.676,119.685,8.425,5.936,0.000,0,0.000,19.301,61.835,296091,2680,165.229
ours,10,5,hot,2,304.064,119.867,97.055,ok,,,60000,0.214,35.633,5.360,119.537,8.620,6.071,0.000,0,0.000,18.449,62.860,296091,2680,166.132
ours,10,5,hot,3,344.382,119.922,97.109,ok,,,60000,0.137,31.151,6.219,144.188,10.340,7.246,0.000,0,0.000,20.559,74.867,296091,2680,199.524
ours,10,5,hot,4,283.936,119.324,96.730,ok,,,60000,0.141,30.019,4.729,120.225,8.569,5.930,0.000,0,0.000,17.430,60.967,296091,2680,165.644
ours,10,5,hot,5,342.776,120.211,97.180,ok,,,60000,0.170,31.376,6.185,144.760,10.568,7.099,0.000,0,0.000,25.087,71.758,296091,2680,199.636
ours,10,6,cold,0,344.561,119.793,96.762,ok,,,60000,0.232,33.887,6.149,144.465,10.376,7.174,0.000,0,0.000,20.609,77.540,171942,2544,198.549
ours,10,6,hot,1,304.310,119.895,97.082,ok,,,60000,0.168,30.164,5.062,120.705,8.706,6.058,0.000,0,0.000,19.475,66.504,171942,2545,167.045
ours,10,6,hot,2,343.159,120.379,97.566,ok,,,60000,0.174,35.226,6.343,143.421,10.420,7.094,0.000,0,0.000,20.313,77.003,171942,2544,198.768
ours,10,6,hot,3,344.437,119.863,97.051,ok,,,60000,0.140,30.388,6.114,143.341,10.521,7.129,0.000,0,0.000,20.490,76.391,171942,2545,197.119
ours,10,6,hot,4,304.128,119.434,97.059,ok,,,60000,0.136,31.624,5.463,120.558,8.717,5.920,0.000,0,0.000,18.184,64.798,171942,2545,166.917
ours,10,6,hot,5,303.734,119.559,96.965,ok,,,60000,0.156,34.616,4.649,120.004,8.454,6.026,0.000,0,0.000,17.781,64.563,171942,2546,165.641
ours,10,7,cold,0,40.545,39.961,17.148,ok,,,60000,0.120,1.817,2.719,3.235,0.246,2.757,0.000,0,0.000,0.360,1.179,15000,0,21.951
ours,10,7,hot,1,40.606,30.234,7.422,ok,,,60000,0.552,5.481,4.054,3.372,0.294,2.909,0.000,0,0.000,0.367,1.226,15000,0,25.132
ours,10,7,hot,2,40.483,40.336,17.523,ok,,,60000,0.153,1.877,2.671,2.814,0.247,2.783,0.000,0,0.000,0.394,1.265,15000,0,20.280
ours,10,7,hot,3,40.543,39.086,16.273,ok,,,60000,0.222,2.899,2.856,2.792,0.248,2.457,0.000,0,0.000,0.295,0.988,15000,0,20.142
ours,10,7,hot,4,40.699,39.055,16.023,ok,,,60000,0.189,2.266,2.962,3.417,0.293,2.918,0.000,0,0.000,0.353,1.165,15000,0,23.439
ours,10,7,hot,5,40.513,39.691,16.660,ok,,,60000,0.199,2.981,3.197,3.000,0.263,2.438,0.000,0,0.000,0.297,1.026,15000,0,20.880
ours,10,8,cold,0,486.354,269.457,246.645,ok,,,60000,0.190,31.521,14.034,127.209,9.223,12.251,0.000,0,0.000,20.367,142.615,615572,615572,200.926
ours,10,8,hot,1,1073.536,281.871,259.277,error,db_error,SSL SYSCALL error: EOF detected,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,8,hot,2,485.965,270.934,247.238,ok,,,60000,0.292,34.889,11.282,122.780,8.578,12.014,0.000,0,0.000,17.818,146.751,615572,615572,191.113
ours,10,8,hot,3,1195.452,281.922,258.883,error,db_error,SSL SYSCALL error: EOF detected,60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
ours,10,8,hot,4,323.782,125.098,101.840,error,db_error,ERROR:  custom_filter: CTID->rid not found for policy-required table (rel=customer blk=0 off=1),60000,0.633,37.657,16.064,146.349,11.105,14.478,0.000,0,0.000,21.676,0.000,0,0,231.524
ours,10,8,hot,5,20.129,22.602,0.000,error,missing_artifact,"ERROR:  custom_filter: missing artifacts: customer_code_base, customer_ctid, dict/customer/c_acctbal, dict/customer/c_mk",60000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0.000,0.000,0.000,0,0,0.000
