baseline,K,query_id,trial_type,trial_idx,elapsed_ms,mem_peak_mb,mem_delta_mb,status,error_type
rls_with_index,20,8,hot,1,162.367,106.676,90.027,ok,
rls_with_index,20,8,hot,2,162.036,106.742,90.094,ok,
rls_with_index,20,8,hot,3,162.129,106.012,89.363,ok,
rls_with_index,20,8,hot,4,162.216,106.348,89.918,ok,
rls_with_index,20,8,hot,5,161.690,106.535,90.105,ok,
rls_no_index,20,1,cold,0,20.406,16.648,0.000,ok,
rls_no_index,20,1,hot,1,20.383,16.430,0.000,ok,
rls_no_index,20,1,hot,2,20.259,16.430,0.000,ok,
rls_no_index,20,1,hot,3,20.282,16.430,0.000,ok,
rls_no_index,20,1,hot,4,20.240,16.430,0.000,ok,
rls_no_index,20,1,hot,5,20.214,16.430,0.000,ok,
rls_no_index,20,2,cold,0,20.228,16.211,0.000,ok,
rls_no_index,20,2,hot,1,20.276,16.430,0.000,ok,
rls_no_index,20,2,hot,2,20.435,16.430,0.000,ok,
rls_no_index,20,2,hot,3,20.209,16.430,0.000,ok,
rls_no_index,20,2,hot,4,20.351,16.648,0.000,ok,
rls_no_index,20,2,hot,5,20.286,16.430,0.000,ok,
rls_no_index,20,3,cold,0,5006.152,102.109,85.680,error,QueryCanceled
rls_no_index,20,3,hot,1,5006.584,102.645,85.996,error,QueryCanceled
rls_no_index,20,3,hot,2,5008.302,102.633,86.422,error,QueryCanceled
rls_no_index,20,3,hot,3,5011.986,102.539,85.891,error,QueryCanceled
rls_no_index,20,3,hot,4,5007.713,102.781,86.480,error,QueryCanceled
rls_no_index,20,3,hot,5,5014.637,102.867,86.438,error,QueryCanceled
rls_no_index,20,4,cold,0,5011.290,102.547,86.117,error,QueryCanceled
rls_no_index,20,4,hot,1,5008.207,102.789,86.141,error,QueryCanceled
rls_no_index,20,4,hot,2,5007.851,101.824,85.395,error,QueryCanceled
rls_no_index,20,4,hot,3,5010.657,102.609,86.617,error,QueryCanceled
rls_no_index,20,4,hot,4,5006.149,102.922,86.492,error,QueryCanceled
rls_no_index,20,4,hot,5,5003.307,101.816,86.043,error,QueryCanceled
rls_no_index,20,5,cold,0,4851.282,214.773,198.344,ok,
rls_no_index,20,5,hot,1,4910.103,215.684,199.254,ok,
rls_no_index,20,5,hot,2,4875.414,215.648,199.000,ok,
rls_no_index,20,5,hot,3,4870.139,215.797,199.148,ok,
rls_no_index,20,5,hot,4,4888.407,215.941,199.293,ok,
rls_no_index,20,5,hot,5,4871.178,216.031,199.602,ok,
rls_no_index,20,6,cold,0,4872.135,216.246,199.598,ok,
rls_no_index,20,6,hot,1,4910.404,216.688,200.039,ok,
rls_no_index,20,6,hot,2,4892.409,216.539,200.109,ok,
rls_no_index,20,6,hot,3,4872.671,216.957,200.527,ok,
rls_no_index,20,6,hot,4,4892.436,217.367,200.938,ok,
rls_no_index,20,6,hot,5,4894.024,217.410,200.762,ok,
rls_no_index,20,7,cold,0,263.514,98.176,81.746,ok,
rls_no_index,20,7,hot,1,263.171,98.270,81.621,ok,
rls_no_index,20,7,hot,2,263.283,98.172,81.742,ok,
rls_no_index,20,7,hot,3,262.968,98.473,82.043,ok,
rls_no_index,20,7,hot,4,263.498,98.395,81.746,ok,
rls_no_index,20,7,hot,5,283.634,98.344,81.695,ok,
rls_no_index,20,8,cold,0,1495.688,126.242,109.812,ok,
rls_no_index,20,8,hot,1,1513.759,127.137,110.707,ok,
rls_no_index,20,8,hot,2,1499.319,126.457,109.809,ok,
rls_no_index,20,8,hot,3,1498.762,128.320,111.891,ok,
rls_no_index,20,8,hot,4,1515.147,126.805,110.375,ok,
rls_no_index,20,8,hot,5,1536.726,126.738,110.309,ok,
