ts,git_commit,db,K,rep,wall_s,user_s,sys_s,maxrss_kb,total_bytes,total_rows,artifact_tables
2026-02-12T08:41:02+05:30,unknown,tpch0_1,20,1,4.09,0.03,0.00,13288,6094848,89,1
