run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,project_mask_ms,project_row_ms,project_mask_bytes,project_n_join_evals_max,project_clause_words_max,clause_plan_count_max,prop_join_scans_total,unique_join_struct_sigs_max,prop_table_scans,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_factored_w11_20_tpch1_k10_20260220_1137,2026-02-20T11:35:42+05:30,tpch1,10,1,3907.962,198.020,3309.676,1286.205,263.670,243.705,7.772,235.927,5360211,14,1,24,70,5,orders:30|nation:18|customer:14|supplier:8,0.000,2333.078,822.453,826.012,0.000,134.934,2.124,1064.961,5984351,16846,3907.962,3309.676,0.000,263.670,88.727,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_factored_w11_20_tpch1_k10_20260220_1137,2026-02-20T11:35:48+05:30,tpch1,10,3,3906.143,198.756,3307.740,1279.869,263.903,242.968,7.756,235.204,5360211,14,1,24,70,5,orders:30|nation:18|customer:14|supplier:8,0.000,1863.034,934.528,454.301,0.000,90.518,11.626,1064.887,3818780,138952,3906.143,3307.740,0.000,263.903,89.356,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_factored_w11_20_tpch1_k10_20260220_1137,2026-02-20T11:35:53+05:30,tpch1,10,6,3921.935,206.897,3322.494,1287.356,264.518,243.762,7.891,235.864,5360211,14,1,24,70,5,orders:30|nation:18|customer:14|supplier:8,0.000,779.263,750.749,13.715,0.000,3.409,0.274,1074.723,112225,2013,3921.935,3322.494,0.000,264.518,89.009,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_factored_w11_20_tpch1_k10_20260220_1137,2026-02-20T11:35:54+05:30,tpch1,10,13,342.806,36.278,227.476,44.855,15.991,68.720,0.523,68.194,450011,4,1,8,12,3,customer:8|nation:4,0.000,763.186,465.250,110.862,0.000,34.471,9.909,221.832,1343062,140610,342.806,227.476,0.000,15.991,30.055,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_factored_w11_20_tpch1_k10_20260220_1137,2026-02-20T11:35:55+05:30,tpch1,10,22,343.568,35.214,228.116,44.923,15.947,68.748,0.522,68.223,450011,4,1,8,12,3,customer:8|nation:4,0.000,408.585,135.472,82.663,0.000,33.867,10.723,175.652,1357858,142142,343.568,228.116,0.000,15.947,30.197,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
