row_type,db,K,policy_ids,baseline,query_id,setup_ms,disk_overhead_bytes,cold_ms,cold_peak_rss_kb,hot1_ms,hot1_peak_rss_kb,hot2_ms,hot2_peak_rss_kb,hot3_ms,hot3_peak_rss_kb,hot4_ms,hot4_peak_rss_kb,hot5_ms,hot5_peak_rss_kb,hot_avg_ms,hot_avg_peak_rss_kb,status,error_type,error_msg
setup,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,__setup__,7359.510,44422640,,,,,,,,,,,,,,,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,1,,,664.532,163728,543.193,250256,,,,,,,,,543.193,250256,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,2,,,61.579,40100,61.006,46884,,,,,,,,,61.006,46884,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,3,,,542.733,161120,452.202,252820,,,,,,,,,452.202,252820,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,4,,,393.135,160192,301.875,205764,,,,,,,,,301.875,205764,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,5,,,633.070,164400,542.442,251440,,,,,,,,,542.442,251440,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,6,,,452.661,160208,361.939,251952,,,,,,,,,361.939,251952,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,7,,,512.815,161048,422.099,253404,,,,,,,,,422.099,253404,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,8,,,633.096,168052,542.408,254068,,,,,,,,,542.408,254068,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,9,,,423.059,163656,332.213,204132,,,,,,,,,332.213,204132,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,10,,,392.847,161132,302.392,185708,,,,,,,,,302.392,185708,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,11,,,61.590,40212,60.973,48600,,,,,,,,,60.973,48600,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,12,,,422.805,160748,332.174,205288,,,,,,,,,332.174,205288,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,13,,,181.957,56764,121.231,62136,,,,,,,,,121.231,62136,ok,,
query,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,15,,,453.003,161812,362.317,255176,,,,,,,,,362.317,255176,ok,,
