db,baseline,query_id,policy_set_name,policy_ids,num_policies,query_complexity,policy_complexity,cold_ms,hot_ms,correctness,baseline_rows,rls_index_rows,mem_overhead_kb,status,error_type,error_msg,pre_run_memory_building_ms
postgres,no_policy,1,1-5,"1,2,3,4,5",5,4,30,31.216,31.306,TRUE,0,0,0,1,,,0.000
postgres,no_policy,2,1-5,"1,2,3,4,5",5,15,0,31.162,30.630,TRUE,0,0,0,1,,,0.000
postgres,no_policy,3,1-5,"1,2,3,4,5",5,8,0,30.610,30.791,TRUE,0,0,0,1,,,0.000
postgres,no_policy,4,1-5,"1,2,3,4,5",5,9,30,30.427,30.481,TRUE,0,0,0,1,,,0.000
postgres,no_policy,5,1-5,"1,2,3,4,5",5,12,0,31.257,31.149,TRUE,0,0,0,1,,,0.000
postgres,no_policy,6,1-5,"1,2,3,4,5",5,6,30,31.142,31.195,TRUE,1,1,0,1,,,0.000
postgres,no_policy,7,1-5,"1,2,3,4,5",5,15,0,31.088,31.186,TRUE,0,0,0,1,,,0.000
postgres,no_policy,8,1-5,"1,2,3,4,5",5,15,0,31.118,31.128,TRUE,0,0,0,1,,,0.000
postgres,no_policy,9,1-5,"1,2,3,4,5",5,11,0,30.885,31.295,TRUE,0,0,0,1,,,0.000
postgres,no_policy,10,1-5,"1,2,3,4,5",5,9,0,31.135,31.327,TRUE,0,0,0,1,,,0.000
postgres,no_policy,11,1-5,"1,2,3,4,5",5,9,0,31.054,31.140,TRUE,0,0,0,1,,,0.000
postgres,no_policy,12,1-5,"1,2,3,4,5",5,11,0,31.312,31.411,TRUE,0,0,0,1,,,0.000
postgres,no_policy,13,1-5,"1,2,3,4,5",5,6,0,30.837,31.248,TRUE,0,0,0,1,,,0.000
postgres,no_policy,14,1-5,"1,2,3,4,5",5,4,30,31.175,31.228,TRUE,1,1,0,1,,,0.000
postgres,no_policy,15,1-5,"1,2,3,4,5",5,8,30,30.729,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",0.000
postgres,no_policy,16,1-5,"1,2,3,4,5",5,10,0,31.306,31.408,TRUE,0,0,0,1,,,0.000
postgres,no_policy,17,1-5,"1,2,3,4,5",5,5,30,30.897,31.273,TRUE,1,1,0,1,,,0.000
postgres,no_policy,18,1-5,"1,2,3,4,5",5,9,30,31.302,31.430,TRUE,0,0,0,1,,,0.000
postgres,no_policy,19,1-5,"1,2,3,4,5",5,28,30,30.404,30.847,TRUE,1,1,0,1,,,0.000
postgres,no_policy,20,1-5,"1,2,3,4,5",5,14,30,31.167,31.278,TRUE,0,0,0,1,,,0.000
postgres,no_policy,21,1-5,"1,2,3,4,5",5,17,30,30.975,31.155,TRUE,0,0,0,1,,,0.000
postgres,no_policy,22,1-5,"1,2,3,4,5",5,9,0,31.186,31.406,TRUE,0,0,0,1,,,0.000
postgres,view_based,1,1-5,"1,2,3,4,5",5,4,30,30.897,31.151,TRUE,0,0,896,1,,,5.336
postgres,view_based,2,1-5,"1,2,3,4,5",5,15,0,31.082,31.179,TRUE,0,0,0,1,,,5.336
postgres,view_based,3,1-5,"1,2,3,4,5",5,8,0,31.031,31.160,TRUE,0,0,224,1,,,5.336
postgres,view_based,4,1-5,"1,2,3,4,5",5,9,30,31.082,31.095,TRUE,0,0,-224,1,,,5.336
postgres,view_based,5,1-5,"1,2,3,4,5",5,12,0,31.143,31.313,TRUE,0,0,403,1,,,5.336
postgres,view_based,6,1-5,"1,2,3,4,5",5,6,30,31.175,30.668,TRUE,1,1,896,1,,,5.336
postgres,view_based,7,1-5,"1,2,3,4,5",5,15,0,30.403,31.281,TRUE,0,0,448,1,,,5.336
postgres,view_based,8,1-5,"1,2,3,4,5",5,15,0,30.387,31.117,TRUE,0,0,0,1,,,5.336
postgres,view_based,9,1-5,"1,2,3,4,5",5,11,0,30.607,31.271,TRUE,0,0,717,1,,,5.336
postgres,view_based,10,1-5,"1,2,3,4,5",5,9,0,31.236,31.510,TRUE,0,0,672,1,,,5.336
postgres,view_based,11,1-5,"1,2,3,4,5",5,9,0,30.869,31.380,TRUE,0,0,224,1,,,5.336
postgres,view_based,12,1-5,"1,2,3,4,5",5,11,0,30.719,31.292,TRUE,0,0,448,1,,,5.336
postgres,view_based,13,1-5,"1,2,3,4,5",5,6,0,31.105,31.389,TRUE,0,0,0,1,,,5.336
postgres,view_based,14,1-5,"1,2,3,4,5",5,4,30,30.930,31.349,TRUE,1,1,672,1,,,5.336
postgres,view_based,15,1-5,"1,2,3,4,5",5,8,30,31.120,,UNKNOWN,,,,0,db_error,"ERROR:  relation ""revenue0"" does not exist LINE 1: ... s_address, s_phone, total_revenue from supplier, revenue0 w...                                                              ^",5.336
postgres,view_based,16,1-5,"1,2,3,4,5",5,10,0,31.280,31.337,TRUE,0,0,-448,1,,,5.336
postgres,view_based,17,1-5,"1,2,3,4,5",5,5,30,31.090,31.243,TRUE,1,1,1120,1,,,5.336
postgres,view_based,18,1-5,"1,2,3,4,5",5,9,30,30.974,30.943,TRUE,0,0,1120,1,,,5.336
postgres,view_based,19,1-5,"1,2,3,4,5",5,28,30,31.110,31.222,TRUE,1,1,224,1,,,5.336
postgres,view_based,20,1-5,"1,2,3,4,5",5,14,30,31.191,31.026,TRUE,0,0,672,1,,,5.336
postgres,view_based,21,1-5,"1,2,3,4,5",5,17,30,30.728,31.038,TRUE,0,0,759,1,,,5.336
postgres,view_based,22,1-5,"1,2,3,4,5",5,9,0,30.980,31.285,TRUE,0,0,-448,1,,,5.336
postgres,rls,1,1-5,"1,2,3,4,5",5,4,30,31.193,31.359,TRUE,0,0,1120,1,,,0.000
postgres,rls,2,1-5,"1,2,3,4,5",5,15,0,31.044,31.344,TRUE,0,0,672,1,,,0.000
postgres,rls,3,1-5,"1,2,3,4,5",5,8,0,31.166,31.325,TRUE,0,0,448,1,,,0.000
postgres,rls,4,1-5,"1,2,3,4,5",5,9,30,31.026,31.089,TRUE,0,0,672,1,,,0.000
postgres,rls,5,1-5,"1,2,3,4,5",5,12,0,31.133,31.348,TRUE,0,0,1120,1,,,0.000
postgres,rls,6,1-5,"1,2,3,4,5",5,6,30,31.154,31.273,TRUE,1,1,1120,1,,,0.000
postgres,rls,7,1-5,"1,2,3,4,5",5,15,0,31.065,31.200,TRUE,0,0,672,1,,,0.000
postgres,rls,8,1-5,"1,2,3,4,5",5,15,0,30.902,31.168,TRUE,0,0,356,1,,,0.000
postgres,rls,9,1-5,"1,2,3,4,5",5,11,0,31.235,31.273,TRUE,0,0,269,1,,,0.000
postgres,rls,10,1-5,"1,2,3,4,5",5,9,0,31.052,31.152,TRUE,0,0,1344,1,,,0.000
postgres,rls,11,1-5,"1,2,3,4,5",5,9,0,30.618,31.310,TRUE,0,0,224,1,,,0.000
postgres,rls,12,1-5,"1,2,3,4,5",5,11,0,31.259,31.291,TRUE,0,0,1120,1,,,0.000
