db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,0.1,1,1,196.222,105.706,1.856,196.221,105.682,1.857,166836,118288,10810396,8372224
tpch0_1,0.1,5,"1,2,3,4,5",211.468,75.554,2.799,196.315,75.554,2.598,217578,121850,26776011,75563008
tpch0_1,0.1,10,"1,2,3,4,5,10,11,12,13,14",286.878,45.480,6.308,286.878,30.445,9.423,220491,73071,30629904,80003072
