run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,project_mask_ms,project_row_ms,project_mask_bytes,project_n_join_evals_max,project_clause_words_max,clause_plan_count_max,prop_join_scans_total,unique_join_struct_sigs_max,prop_table_scans,target_rid_bitmap_bytes,signature_cache_bytes,active_sig_dense_count,active_sig_sparse_count,active_sig_density_sum,domain_set_dense_count,domain_set_sparse_count,domain_set_density_sum,block_words_blocks_allocated,block_words_total_blocks,block_words_dense_bytes,block_words_nblocks,block_words_nwords_per_block,proj_sig_count,proj_sig_total,proj_sig_new,proj_sig_skipped,proj_mask_or_ops,proj_rid_iters,proj_rid_iters_scan_enforcement,proj_rid_iters_dependency,canon_term_map_cache_hits,canon_term_map_cache_misses,canon_term_map_build_ms,canon_term_map_bytes,restrict_key_index_build_ms,restrict_key_index_entries,restrict_key_index_bytes,restrict_key_prune_ms,sigmask_cache_hits,sigmask_cache_misses,sigmask_build_ms,sigmask_bytes,bytes_sig_ctid_masks,bytes_block_words,bytes_artifact_buffers_retained,bytes_decoded_buffers_retained,qual_atoms_total,qual_atoms_applied,qual_pruned_sigs,qual_prune_ms,restrict_sig_tables,restrict_sig_schema_cols_total,restrict_sig_bytes_total,restrict_sig_apply_ms,restrict_term_apply_ms,restrict_term_sigs_kept,restrict_term_sigs_dropped,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,blocks_seen,blocks_skipped,block_skip_hit_rate,projection_ms,query_wall_ms,query_execution_ms,query_planning_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
stage8C2_layerprobe,2026-02-23T07:38:36+05:30,tpch1,10,1,64900.577,200.474,1700.326,0.169,5131.748,62296.413,0.000,62288.384,0,48,1,40,1312,7,orders:416|customer:256|part:240|lineitem:236|nation:82|region:66|supplier:16,0,1584043252,19,71,1.657776,447,48,189.291536,39820,138680,8875520,138680,8,1119368,1506258,1119368,386890,3337609,0,0,0,10,3,545.733,18000080,38.728,2,1781312,1693.460,1128,25,915.891,788883340,788883340,2707760,0,0,80,0,0,0.000,1,5,187524,5.768,0.000,0,0,0.000,83.481,0.000,0.000,0.000,0.000,0,0,0.000000,2.711,65272.924,,,2746.992,0,16846,64900.577,1700.326,0.000,5131.748,4.009,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
stage8C2_layerprobe,2026-02-23T07:39:41+05:30,tpch1,10,3,64630.737,207.225,1718.068,0.169,5142.792,62025.594,0.000,62017.499,0,48,1,40,1312,7,orders:416|customer:256|part:240|lineitem:236|nation:82|region:66|supplier:16,0,1584043252,19,71,1.657776,447,48,189.291536,39820,138680,8875520,138680,8,1119368,1506258,1119368,386890,3337609,0,0,0,10,3,521.618,18000080,38.322,2,1781312,1684.406,1128,25,914.537,788883340,788883340,2707760,0,0,93,0,0,0.000,1,5,187524,5.789,0.000,0,0,0.000,409.514,169.594,62.969,0.000,18.387,26125,68,0.002603,11.908,65363.226,,,2733.527,608965,138952,64630.737,1718.068,0.000,5142.792,3.993,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
stage8C2_layerprobe,2026-02-23T07:40:46+05:30,tpch1,10,6,64454.113,210.777,1722.587,0.166,5144.639,61848.828,0.000,61840.727,0,48,1,40,1312,7,orders:416|customer:256|part:240|lineitem:236|nation:82|region:66|supplier:16,0,1584043252,15,75,1.524402,447,48,189.291536,32399,138680,8875520,138680,8,749532,966417,749532,216885,2795951,0,0,0,10,3,520.988,18000080,38.550,2,1781312,1514.208,1128,25,916.617,788883340,788883340,2203132,0,0,400,26,46094208,1149.392,1,5,187524,5.784,0.000,0,0,0.000,27.383,0.000,0.000,0.000,0.000,0,0,0.000000,0.262,64760.258,,,2728.559,4912,2013,64454.113,1722.587,0.000,5144.639,3.539,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
stage8C2_layerprobe,2026-02-23T07:40:49+05:30,tpch1,10,13,1448.916,36.497,145.151,0.064,46.825,1293.084,0.000,1289.780,0,4,1,17,126,4,customer:52|nation:32|orders:26|region:16,0,109166681,13,0,1.367119,49,0,14.244384,26057,26125,1672000,26125,8,262563,262563,262563,0,2190224,0,0,0,0,0,0.000,0,0.000,0,0,89.855,28,10,110.818,71859601,71859601,1771876,0,0,0,0,0,0.000,0,0,0,0.000,0.000,0,0,0.000,778.343,467.074,108.738,0.000,35.557,26125,68,0.002603,10.450,2471.804,,,320.695,1343062,140610,1448.916,145.151,0.000,46.825,1.357,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
stage8C2_layerprobe,2026-02-23T07:40:51+05:30,tpch1,10,22,1446.321,36.322,141.254,0.058,46.382,1294.327,0.000,1290.984,0,4,1,17,126,4,customer:52|nation:32|orders:26|region:16,0,109166681,13,0,1.367119,49,0,14.244384,26057,26125,1672000,26125,8,262563,262563,262563,0,2190224,0,0,0,0,0,0.000,0,0.000,0,0,90.268,28,10,109.698,71859601,71859601,1771876,0,0,0,0,0,0.000,0,0,0,0.000,0.000,0,0,0.000,415.940,135.184,80.086,0.000,34.364,26125,68,0.002603,9.466,2080.101,,,319.719,1357858,142142,1446.321,141.254,0.000,46.382,1.544,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
