run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_tpch1_k15_after_dictsorted_local_20260216_000003,2026-02-18T09:31:13+05:30,tpch1,15,1,10748.502,95.750,804.141,4.420,6449.490,0.000,0.000,1198.563,424.081,398.709,0.000,68.078,25.640,1121.180,5599499,401698,10748.502,804.141,0.000,6449.490,13.399,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_tpch1_k15_after_dictsorted_local_20260216_000003,2026-02-18T09:31:24+05:30,tpch1,15,3,10763.151,96.344,800.013,4.534,6456.099,0.000,0.000,28.098,25.421,0.910,0.000,0.356,0.000,1121.652,30077,2,10763.151,800.013,0.000,6456.099,13.411,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_tpch1_k15_after_dictsorted_local_20260216_000003,2026-02-18T09:31:35+05:30,tpch1,15,6,10772.095,96.705,812.185,4.618,6466.364,0.000,0.000,387.284,372.548,6.246,0.000,1.640,0.937,1094.555,97874,16364,10772.095,812.185,0.000,6466.364,13.246,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_tpch1_k15_after_dictsorted_local_20260216_000003,2026-02-18T09:31:36+05:30,tpch1,15,13,878.146,25.761,88.746,3.591,699.801,0.000,0.000,28.925,16.437,3.964,0.000,1.709,0.000,230.461,150000,0,878.146,88.746,0.000,699.801,3.010,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_tpch1_k15_after_dictsorted_local_20260216_000003,2026-02-18T09:31:37+05:30,tpch1,15,22,890.309,27.676,88.972,3.795,710.876,0.000,0.000,70.578,67.269,1.143,0.000,0.435,0.000,184.699,38107,0,890.309,88.972,0.000,710.876,3.217,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
