db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,0.1,1,1,196.274,120.742,1.626,196.274,105.739,1.856,98484,50414,10810396,8372224
tpch0_1,0.1,5,"1,2,3,4,5",211.490,75.610,2.797,196.382,75.610,2.597,181722,119946,26776011,75563008
tpch0_1,0.1,10,"1,2,3,4,5,10,11,12,13,14",286.702,45.507,6.300,286.702,30.548,9.385,207542,74194,30629904,80003072
