run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,propagate_ms,project_ms,project_mask_ms,project_row_ms,project_mask_bytes,project_n_join_evals_max,project_clause_words_max,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_deporder_tpch1_k15_wstart1_20260219_032835,2026-02-19T03:52:16+05:30,tpch1,15,1,896.077,98.393,811.433,4.507,23.899,45.838,0.456,35.835,688,48,1,0.000,1193.237,420.170,398.419,0.000,67.917,24.985,1126.676,5599499,401698,896.077,811.433,0.000,23.899,14.587,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart1_20260219_032835,2026-02-19T03:52:18+05:30,tpch1,15,3,903.006,100.568,820.310,5.132,23.970,44.888,0.454,35.073,688,48,1,0.000,173.854,97.813,31.376,0.000,9.033,0.000,1127.770,731116,1,903.006,820.310,0.000,23.970,13.525,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart1_20260219_032835,2026-02-19T03:52:19+05:30,tpch1,15,6,889.270,101.070,807.849,4.394,23.847,43.919,0.449,34.343,688,48,1,0.000,384.399,369.812,6.171,0.000,1.669,0.868,1126.344,97874,16364,889.270,807.849,0.000,23.847,13.346,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart1_20260219_032835,2026-02-19T03:52:19+05:30,tpch1,15,13,104.495,27.312,92.026,3.928,0.743,9.600,0.000,0.000,0,0,0,0.000,29.912,17.209,4.027,0.000,1.739,0.000,266.918,150000,0,104.495,92.026,0.000,0.743,2.033,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
layer_probe_deporder_tpch1_k15_wstart1_20260219_032835,2026-02-19T03:52:20+05:30,tpch1,15,22,102.716,29.762,90.585,4.075,0.741,9.319,0.000,0.000,0,0,0,0.000,71.260,67.968,1.140,0.000,0.437,0.000,220.902,38107,0,102.716,90.585,0.000,0.741,1.996,0.000,0.000,0.000,0.000,0.000,ok,,,2,1,0
