run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_local_after_fastpath_20260218_085240,2026-02-18T08:52:47+05:30,tpch0_1,5,"1,2,3,4,5",2534.056,8900624,9306112,2296.177,75563008
matrix_local_after_fastpath_20260218_085240,2026-02-18T08:53:06+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",2980.350,12636532,13189120,2630.210,92323840
