run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_deporder_wstart1_20260219_032110,2026-02-19T03:40:30+05:30,tpch0_1,5,"1,2,3,4,5",2596.395,8900624,9306112,2319.069,75563008
matrix_deporder_wstart1_20260219_032110,2026-02-19T03:40:38+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",3002.020,12636532,13189120,2644.027,92323840
matrix_deporder_wstart1_20260219_032110,2026-02-19T03:41:48+05:30,tpch1,5,"1,2,3,4,5",23921.419,91302690,94797824,26147.263,753713152
matrix_deporder_wstart1_20260219_032110,2026-02-19T03:43:04+05:30,tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",30895.334,128614952,133513216,29529.027,918839296
