db,baseline,query_id,policy_set_name,policy_ids,num_policies,query_complexity,policy_complexity,cold_ms,hot_ms,correctness,baseline_rows,rls_index_rows,mem_overhead_kb,status,error_type,error_msg,pre_run_memory_building_ms
postgres,ours,20,11-20,"11,12,13,14,15,16,17,18,19,20",10,14,72,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,ours,21,11-20,"11,12,13,14,15,16,17,18,19,20",10,17,72,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,ours,22,11-20,"11,12,13,14,15,16,17,18,19,20",10,9,69,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,1,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,2,21-25,"21,22,23,24,25",5,15,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,3,21-25,"21,22,23,24,25",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,4,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,5,21-25,"21,22,23,24,25",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,6,21-25,"21,22,23,24,25",5,6,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,7,21-25,"21,22,23,24,25",5,15,3,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,8,21-25,"21,22,23,24,25",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,9,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,10,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,11,21-25,"21,22,23,24,25",5,9,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,12,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,13,21-25,"21,22,23,24,25",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,14,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,15,21-25,"21,22,23,24,25",5,8,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,16,21-25,"21,22,23,24,25",5,10,5,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,17,21-25,"21,22,23,24,25",5,5,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,18,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,19,21-25,"21,22,23,24,25",5,28,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,20,21-25,"21,22,23,24,25",5,14,11,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,21,21-25,"21,22,23,24,25",5,17,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,22,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,1,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,2,21-25,"21,22,23,24,25",5,15,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,3,21-25,"21,22,23,24,25",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,4,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,5,21-25,"21,22,23,24,25",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,6,21-25,"21,22,23,24,25",5,6,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,7,21-25,"21,22,23,24,25",5,15,3,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,8,21-25,"21,22,23,24,25",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,9,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,10,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,11,21-25,"21,22,23,24,25",5,9,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,12,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,13,21-25,"21,22,23,24,25",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,14,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,15,21-25,"21,22,23,24,25",5,8,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,16,21-25,"21,22,23,24,25",5,10,5,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,17,21-25,"21,22,23,24,25",5,5,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,18,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,19,21-25,"21,22,23,24,25",5,28,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,20,21-25,"21,22,23,24,25",5,14,11,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,21,21-25,"21,22,23,24,25",5,17,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,22,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,1,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,2,21-25,"21,22,23,24,25",5,15,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,3,21-25,"21,22,23,24,25",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,4,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,5,21-25,"21,22,23,24,25",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,6,21-25,"21,22,23,24,25",5,6,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,7,21-25,"21,22,23,24,25",5,15,3,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,8,21-25,"21,22,23,24,25",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,9,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,10,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,11,21-25,"21,22,23,24,25",5,9,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,12,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,13,21-25,"21,22,23,24,25",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,14,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,15,21-25,"21,22,23,24,25",5,8,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,16,21-25,"21,22,23,24,25",5,10,5,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,17,21-25,"21,22,23,24,25",5,5,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,18,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,19,21-25,"21,22,23,24,25",5,28,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,20,21-25,"21,22,23,24,25",5,14,11,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,21,21-25,"21,22,23,24,25",5,17,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,22,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,1,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,2,21-25,"21,22,23,24,25",5,15,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,3,21-25,"21,22,23,24,25",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,4,21-25,"21,22,23,24,25",5,9,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,5,21-25,"21,22,23,24,25",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,6,21-25,"21,22,23,24,25",5,6,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,7,21-25,"21,22,23,24,25",5,15,3,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,8,21-25,"21,22,23,24,25",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,9,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,10,21-25,"21,22,23,24,25",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,11,21-25,"21,22,23,24,25",5,9,2,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,12,21-25,"21,22,23,24,25",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,13,21-25,"21,22,23,24,25",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,14,21-25,"21,22,23,24,25",5,4,6,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,15,21-25,"21,22,23,24,25",5,8,9,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
