db,baseline,query_id,policy_set_name,policy_ids,num_policies,query_complexity,policy_complexity,cold_ms,hot_ms,correctness,baseline_rows,rls_index_rows,mem_overhead_kb,status,error_type,error_msg,pre_run_memory_building_ms
postgres,no_policy,1,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,2,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,3,1-5,"1,2,3,4,5",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,4,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,5,1-5,"1,2,3,4,5",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,6,1-5,"1,2,3,4,5",5,6,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,7,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,8,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,9,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,10,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,11,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,12,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,13,1-5,"1,2,3,4,5",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,14,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,15,1-5,"1,2,3,4,5",5,8,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,16,1-5,"1,2,3,4,5",5,10,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,17,1-5,"1,2,3,4,5",5,5,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,18,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,19,1-5,"1,2,3,4,5",5,28,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,20,1-5,"1,2,3,4,5",5,14,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,21,1-5,"1,2,3,4,5",5,17,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,no_policy,22,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,1,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,2,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,3,1-5,"1,2,3,4,5",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,4,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,5,1-5,"1,2,3,4,5",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,6,1-5,"1,2,3,4,5",5,6,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,7,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,8,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,9,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,10,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,11,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,12,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,13,1-5,"1,2,3,4,5",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,14,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,15,1-5,"1,2,3,4,5",5,8,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,16,1-5,"1,2,3,4,5",5,10,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,17,1-5,"1,2,3,4,5",5,5,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,18,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,19,1-5,"1,2,3,4,5",5,28,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,20,1-5,"1,2,3,4,5",5,14,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,21,1-5,"1,2,3,4,5",5,17,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,view_based,22,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,1,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,2,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,3,1-5,"1,2,3,4,5",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,4,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,5,1-5,"1,2,3,4,5",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,6,1-5,"1,2,3,4,5",5,6,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,7,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,8,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,9,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,10,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,11,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,12,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,13,1-5,"1,2,3,4,5",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,14,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,15,1-5,"1,2,3,4,5",5,8,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,16,1-5,"1,2,3,4,5",5,10,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,17,1-5,"1,2,3,4,5",5,5,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,18,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,19,1-5,"1,2,3,4,5",5,28,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,20,1-5,"1,2,3,4,5",5,14,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,21,1-5,"1,2,3,4,5",5,17,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls,22,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,1,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,2,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,3,1-5,"1,2,3,4,5",5,8,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,4,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,5,1-5,"1,2,3,4,5",5,12,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,6,1-5,"1,2,3,4,5",5,6,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,7,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,8,1-5,"1,2,3,4,5",5,15,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,9,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,10,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,11,1-5,"1,2,3,4,5",5,9,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,12,1-5,"1,2,3,4,5",5,11,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,13,1-5,"1,2,3,4,5",5,6,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,14,1-5,"1,2,3,4,5",5,4,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,15,1-5,"1,2,3,4,5",5,8,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,16,1-5,"1,2,3,4,5",5,10,0,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,17,1-5,"1,2,3,4,5",5,5,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,18,1-5,"1,2,3,4,5",5,9,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
postgres,rls_index,19,1-5,"1,2,3,4,5",5,28,30,,,UNKNOWN,,,,0,setup_error,"db_hygiene_failed: [pg_hygiene] connecting db=postgres [pg_hygiene] FAIL connect db=postgres err=connection to server at ""localhost"" (127.0.0.1), port 5432 failed: Connection refused 	Is the server running on that host and accepting TCP/IP connections?",0.000
