run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_tripartite_remote_20260218_074749,2026-02-17T07:53:48+05:30,tpch0_1,5,"1,2,3,4,5",5032.753,8900652,9306112,4241.875,75563008
matrix_tripartite_remote_20260218_074749,2026-02-17T07:54:47+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",6134.303,12636550,13189120,4777.854,92323840
matrix_tripartite_remote_20260218_074749,2026-02-17T08:00:50+05:30,tpch1,5,"1,2,3,4,5",47496.308,91302745,94797824,49538.006,753713152
matrix_tripartite_remote_20260218_074749,2026-02-17T08:09:59+05:30,tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",61234.457,128614973,133513216,56240.455,918839296
