run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_20260216_081701,2026-02-16T08:17:21+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",6298.995,12636550,13189120,4989.841,92323840
matrix_20260216_081701,2026-02-16T08:19:39+05:30,tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",61424.965,128614973,133513216,56288.819,918839296
