run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_join_domain_fix_20260216_084718,2026-02-16T08:47:39+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",6312.091,12636550,13189120,4918.356,92323840
matrix_join_domain_fix_20260216_084718,2026-02-16T08:50:36+05:30,tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",61451.221,128614973,133513216,56331.472,918839296
