row_type,db,K,policy_ids,baseline,query_id,setup_ms,disk_overhead_bytes,cold_ms,cold_peak_rss_kb,hot1_ms,hot1_peak_rss_kb,hot2_ms,hot2_peak_rss_kb,hot3_ms,hot3_peak_rss_kb,hot4_ms,hot4_peak_rss_kb,hot5_ms,hot5_peak_rss_kb,hot_avg_ms,hot_avg_peak_rss_kb,status,error_type,error_msg
setup,tpch0_1,1,1,ours,__setup__,705.714,10810396,,,,,,,,,,,,,,,ok,,
setup,tpch0_1,1,1,rls_with_index,__setup__,483.169,8372224,,,,,,,,,,,,,,,ok,,
query,tpch0_1,1,1,ours,1,,,693.820,143300,663.045,164204,662.966,164472,,,,,,,663.006,164338,ok,,
query,tpch0_1,1,1,rls_with_index,1,,,361.671,109844,361.901,115476,361.585,115476,,,,,,,361.743,115476,ok,,
query,tpch0_1,1,1,ours,3,,,301.854,169352,271.534,189096,271.437,189340,,,,,,,271.485,189218,ok,,
query,tpch0_1,1,1,rls_with_index,3,,,120.824,127268,120.795,141536,120.649,141464,,,,,,,120.722,141500,ok,,
query,tpch0_1,1,1,ours,6,,,151.254,123720,120.929,163568,120.889,163676,,,,,,,120.909,163622,ok,,
query,tpch0_1,1,1,rls_with_index,6,,,120.771,111892,90.543,114964,90.593,114964,,,,,,,90.568,114964,ok,,
query,tpch0_1,1,1,ours,13,,,151.281,58172,120.786,58352,120.824,58116,,,,,,,120.805,58234,ok,,
query,tpch0_1,1,1,rls_with_index,13,,,90.656,43740,90.556,51844,90.512,51692,,,,,,,90.534,51768,ok,,
setup,tpch0_1,5,"1,2,3,4,5",ours,__setup__,4014.933,26776011,,,,,,,,,,,,,,,ok,,
setup,tpch0_1,5,"1,2,3,4,5",rls_with_index,__setup__,2628.535,75563008,,,,,,,,,,,,,,,ok,,
query,tpch0_1,5,"1,2,3,4,5",ours,1,,,573.371,154568,362.028,209212,362.093,211264,,,,,,,362.061,210238,ok,,
query,tpch0_1,5,"1,2,3,4,5",rls_with_index,1,,,120.830,105704,120.735,119820,120.634,119480,,,,,,,120.684,119650,ok,,
query,tpch0_1,5,"1,2,3,4,5",ours,3,,,482.799,154944,271.680,229864,271.745,209148,,,,,,,271.713,219506,ok,,
query,tpch0_1,5,"1,2,3,4,5",rls_with_index,3,,,90.744,127772,60.552,143644,60.545,143392,,,,,,,60.549,143518,ok,,
query,tpch0_1,5,"1,2,3,4,5",ours,6,,,362.329,136540,151.176,210964,151.143,233368,,,,,,,151.159,222166,ok,,
query,tpch0_1,5,"1,2,3,4,5",rls_with_index,6,,,60.649,65512,60.556,120100,60.446,119736,,,,,,,60.501,119918,ok,,
query,tpch0_1,5,"1,2,3,4,5",ours,13,,,151.413,56788,151.193,57468,120.974,57244,,,,,,,136.084,57356,ok,,
query,tpch0_1,5,"1,2,3,4,5",rls_with_index,13,,,90.689,43992,90.586,52744,90.599,52688,,,,,,,90.593,52716,ok,,
setup,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",ours,__setup__,4149.320,30629904,,,,,,,,,,,,,,,ok,,
setup,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",rls_with_index,__setup__,2854.506,80003072,,,,,,,,,,,,,,,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",ours,1,,,573.725,127552,392.385,185244,392.339,191388,,,,,,,392.362,188316,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",rls_with_index,1,,,120.803,90548,120.942,119608,120.669,119284,,,,,,,120.805,119446,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",ours,3,,,573.407,168060,362.167,240416,362.149,240536,,,,,,,362.158,240476,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",rls_with_index,3,,,30.568,22772,30.535,28952,30.364,28952,,,,,,,30.449,28952,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",ours,6,,,362.459,136780,151.455,233832,151.416,213316,,,,,,,151.436,223574,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",rls_with_index,6,,,60.612,63648,60.542,121504,60.429,121176,,,,,,,60.486,121340,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",ours,13,,,211.855,66528,211.463,76248,211.468,76528,,,,,,,211.465,76388,ok,,
query,tpch0_1,10,"1,2,3,4,5,10,11,12,13,14",rls_with_index,13,,,30.496,22356,30.475,23968,30.367,23968,,,,,,,30.421,23968,ok,,
