db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,0.1,1,1,196.197,105.645,1.857,196.145,105.628,1.857,163980,115220,10810396,8372224
tpch0_1,0.1,5,"1,2,3,4,5",211.436,75.571,2.798,203.899,75.571,2.698,214872,119784,26776011,75563008
tpch0_1,0.1,10,"1,2,3,4,5,10,11,12,13,14",286.812,45.468,6.308,286.812,30.435,9.424,205945,74199,30629904,80003072
