run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_scanonce_correctness_20260216_000015,2026-02-15T00:05:53+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",6142.547,12636550,13189120,3067.550,92323840
matrix_scanonce_correctness_20260216_000015,2026-02-15T00:08:29+05:30,tpch1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",61453.397,128614973,133513216,33229.692,918839296
