run_id,ts,db,K,policy_ids,ours_artifact_build_ms_total,ours_artifact_bytes_db,ours_artifact_bytes_disk,rls_index_build_ms_total,rls_index_bytes
matrix_tpch10_K5_15_q1_3_6_13_22_20260214_090956,2026-02-14T09:29:58+05:30,tpch10,5,"1,2,3,4,5",428634.801,891244842,924835840,300979.398,7533043712
matrix_tpch10_K5_15_q1_3_6_13_22_20260214_090956,2026-02-14T09:55:09+05:30,tpch10,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",584864.817,1261257021,1308786688,342772.244,9181044736
