run_id,ts,db,K,query_id,policy_total_ms,artifact_load_ms,artifact_parse_ms,atoms_ms,presence_ms,project_ms,ctid_map_ms,filter_ms,child_exec_ms,ctid_extract_ms,ctid_to_rid_ms,allow_check_ms,projection_ms,rss_mb,rows_filtered,rows_returned,pe_total_ms,pe_load_ms,pe_local_ms,pe_prop_ms,pe_decode_ms,local_stamp_ms,local_bin_ms,local_eval_ms,local_fill_ms,prop_ms_bundle,status,error_type,error_msg,policy_profile_lines,policy_profile_query_lines,policy_profile_bundle_lines
layer_probe_presence_project_smoke_20260214_085802,2026-02-14T08:58:10+05:30,tpch0_1,15,1,754.817,19.652,5.476,25.544,0.000,9.155,2.544,281.936,88.785,83.774,13.984,13.400,5.170,158.160,560326,40243,754.817,5.476,81.248,0.000,9.155,15.585,1.629,12.219,51.816,0.000,ok,,,2,1,1
