db,K,policy_ids,baseline,query_id,status,error_type,error_msg,eval_ms,artifact_load_ms,policy_total_ms,ctid_map_ms,filter_ms,bytes_artifacts_loaded,bytes_allow,bytes_ctid,bytes_blk_index,rows_seen,rows_passed,ctid_misses,peak_rss_kb_end,policy_profile_lines,has_new_layer_fields,profile_line
tpch0_1,5,"1,2,3,4,5",ours,1,ok,,,0.575,53.787,223.882,2.593,268.238,26776002,75072,4804576,1584188,600569,0,0,133100,2,1,eval_ms=0.575 artifact_load_ms=53.787 artifact_parse_ms=32.171 stamp_ms=157.289 bin_ms=5.415 local_sat_ms=4.488 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=223.882 ctid_map_ms=2.593 filter_ms=268.238 child_exec_ms=87.025 ctid_extract_ms=81.109 ctid_to_rid_ms=13.949 allow_check_ms=12.995 projection_ms=0.000 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=26776002 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=600569 rows_passed=0 ctid_misses=0 rss_kb_before_eval=29560 rss_kb_after_eval=29560 rss_kb_after_load=66952 rss_kb_after_engine=89440 rss_kb_after_ctid=89440 rss_kb_end=133100 peak_rss_kb_end=133100
