db,policy_set,policy_ids,query_id,status,error_type,error_msg,hub_ms,stamp_ms,propagate_ms,bin_ms,sig_ms,sat_ms,decode_ms,filter_ms,policy_profile_query_line,policy_profile_line
tpch1,S_A,"1,2,3,4,5",10,1,,,53.953,5.229,0.000,6.054,818.404,0.946,147.135,416.815,policy_profile_query: hub_ms=53.953 stamp_ms=5.229 propagate_ms=0.000 bin_ms=6.054 sig_ms=818.404 sat_ms=0.946 decode_ms=147.135,policy_profile: filter_ms=416.815
tpch1,S_A,"1,2,3,4,5",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: filter_ms=0.000
tpch1,S_A,"1,2,3,4,5",13,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: filter_ms=0.000
tpch1,S_A,"1,2,3,4,5",22,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",1,1,,,11.824,17.558,0.000,5.954,822.296,0.968,163.178,502.092,policy_profile_query: hub_ms=11.824 stamp_ms=17.558 propagate_ms=0.000 bin_ms=5.954 sig_ms=822.296 sat_ms=0.968 decode_ms=163.178,policy_profile: filter_ms=502.092
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",3,1,,,15.187,17.448,0.001,5.987,837.145,1.037,159.343,0.000,policy_profile_query: hub_ms=15.187 stamp_ms=17.448 propagate_ms=0.001 bin_ms=5.987 sig_ms=837.145 sat_ms=1.037 decode_ms=159.343,policy_profile: filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",6,1,,,170.666,3.329,0.000,5.631,819.501,0.993,147.974,379.095,policy_profile_query: hub_ms=170.666 stamp_ms=3.329 propagate_ms=0.000 bin_ms=5.631 sig_ms=819.501 sat_ms=0.993 decode_ms=147.974,policy_profile: filter_ms=379.095
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",10,1,,,54.002,5.646,0.001,5.672,835.394,1.015,147.139,0.000,policy_profile_query: hub_ms=54.002 stamp_ms=5.646 propagate_ms=0.001 bin_ms=5.672 sig_ms=835.394 sat_ms=1.015 decode_ms=147.139,policy_profile: filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",13,1,,,0.290,0.436,0.000,0.000,16.667,0.073,2.715,0.028,policy_profile_query: hub_ms=0.290 stamp_ms=0.436 propagate_ms=0.000 bin_ms=0.000 sig_ms=16.667 sat_ms=0.073 decode_ms=2.715,policy_profile: filter_ms=0.028
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",22,1,,,0.287,0.489,0.000,0.000,16.712,0.073,2.715,0.019,policy_profile_query: hub_ms=0.287 stamp_ms=0.489 propagate_ms=0.000 bin_ms=0.000 sig_ms=16.712 sat_ms=0.073 decode_ms=2.715,policy_profile: filter_ms=0.019
tpch1,S_C,"11,12,13,14,15",1,1,,,769.824,419.779,0.773,0.000,477.662,0.011,95.387,0.000,policy_profile_query: hub_ms=769.824 stamp_ms=419.779 propagate_ms=0.773 bin_ms=0.000 sig_ms=477.662 sat_ms=0.011 decode_ms=95.387,policy_profile: filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",3,1,,,780.330,427.458,0.773,0.000,479.847,0.012,95.352,0.000,policy_profile_query: hub_ms=780.330 stamp_ms=427.458 propagate_ms=0.773 bin_ms=0.000 sig_ms=479.847 sat_ms=0.012 decode_ms=95.352,policy_profile: filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",6,1,,,780.334,425.114,0.767,0.000,477.109,0.011,95.398,0.000,policy_profile_query: hub_ms=780.334 stamp_ms=425.114 propagate_ms=0.767 bin_ms=0.000 sig_ms=477.109 sat_ms=0.011 decode_ms=95.398,policy_profile: filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",10,1,,,828.904,425.260,0.771,0.000,842.502,0.012,127.269,0.000,policy_profile_query: hub_ms=828.904 stamp_ms=425.260 propagate_ms=0.771 bin_ms=0.000 sig_ms=842.502 sat_ms=0.012 decode_ms=127.269,policy_profile: filter_ms=0.000
tpch1,S_C,"11,12,13,14,15",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: filter_ms=0.000
