db,K,policy_ids,baseline,query_id,status,error_type,error_msg,eval_ms,artifact_load_ms,policy_total_ms,ctid_map_ms,filter_ms,bytes_artifacts_loaded,bytes_allow,target_rid_bitmap_bytes,signature_cache_bytes,active_sig_dense_count,active_sig_sparse_count,active_sig_density_sum,domain_set_dense_count,domain_set_sparse_count,domain_set_density_sum,block_words_blocks_allocated,block_words_total_blocks,block_words_dense_bytes,block_words_nblocks,block_words_nwords_per_block,proj_sig_count,proj_sig_total,proj_sig_new,proj_sig_skipped,proj_mask_or_ops,proj_rid_iters,sigmask_cache_hits,sigmask_cache_misses,sigmask_build_ms,sigmask_bytes,bytes_sig_ctid_masks,bytes_block_words,bytes_artifact_buffers_retained,bytes_decoded_buffers_retained,bytes_ctid,bytes_blk_index,rows_seen,rows_passed,ctid_misses,blocks_seen,blocks_skipped,block_skip_hit_rate,peak_rss_kb_end,policy_profile_lines,has_new_layer_fields,profile_line
tpch1,10,"11,12,13,14,15,16,17,18,19,20",ours,1,ok,,,1.470,213.131,44281.294,0.000,59.094,82749634,935884,187500,1516543204,19,71,1.657776,417,57,101.324580,39820,138680,8875520,138680,8,1119368,1506258,1119368,386890,3337609,2190665,285,24,911.962,763383336,763383336,2707760,0,0,0,0,16846,16846,0,0,0,0.000000,2658580,2,1,eval_ms=1.470 artifact_load_ms=213.131 artifact_parse_ms=1706.695 atoms_ms=0.168 propagate_ms=1361.165 project_ms=42506.490 project_mask_ms=0.000 project_row_ms=42498.795 project_mask_bytes=0 project_n_join_evals_max=48 project_clause_words_max=1 clause_plan_count_max=40 prop_join_scans_total=1028 unique_join_struct_sigs_max=7 prop_table_scans=orders:337|customer:195|part:192|lineitem:160|nation:72|region:56|supplier:16 signature_cache_hits=285 signature_cache_misses=24 term_code_scans=24 target_full_row_scans=0 target_rid_bitmap_bytes=187500 signature_cache_bytes=1516543204 active_sig_dense_count=19 active_sig_sparse_count=71 active_sig_density_sum=1.657776 domain_set_dense_count=417 domain_set_sparse_count=57 domain_set_density_sum=101.324580 block_words_blocks_allocated=39820 block_words_total_blocks=138680 block_words_dense_bytes=8875520 block_words_nblocks=138680 block_words_nwords_per_block=8 proj_sig_count=1119368 proj_sig_total=1506258 proj_sig_new=1119368 proj_sig_skipped=386890 proj_mask_or_ops=3337609 proj_rid_iters=2190665 sigmask_cache_hits=285 sigmask_cache_misses=24 sigmask_build_ms=911.962 sigmask_bytes=763383336 bytes_sig_ctid_masks=763383336 bytes_block_words=2707760 bytes_artifact_buffers_retained=0 bytes_decoded_buffers_retained=0 stamp_ms=0.000 bin_ms=0.000 local_sat_ms=0.000 fill_ms=0.000 prop_ms=1361.165 prop_iters=193 decode_ms=4.022 policy_total_ms=44281.294 ctid_map_ms=0.000 filter_ms=59.094 child_exec_ms=0.000 ctid_extract_ms=0.000 ctid_to_rid_ms=0.000 allow_check_ms=0.000 projection_ms=2.588 blocks_seen=0 blocks_skipped=0 block_skip_hit_rate=0.000000 scan_mode_tid_tables=1 scan_mode_filter_tables=0 tid_blocks_visited=13763 tid_tuples_fetched=16846 tid_fetch_ms=40.766 tid_qual_ms=11.857 n_scanned_tables=1 n_policy_targets=2 n_filters=1 bytes_artifacts_loaded=82749634 bytes_allow=935884 bytes_ctid=0 bytes_blk_index=0 rows_seen=16846 rows_passed=16846 ctid_misses=0 rss_kb_before_eval=71444 rss_kb_after_eval=71444 rss_kb_after_load=211788 rss_kb_after_engine=2087844 rss_kb_after_ctid=2087844 rss_kb_end=2114124 peak_rss_kb_end=2658580
