db,policy_set,policy_ids,query_id,status,reason,ours_rows,ours_hash,gt_rows,gt_hash,ours_ms,rls_ms,ours_rss_kb,run_id,files_table,hygiene_ok,pfv3_route,pfv3_route_count,pfv3_legacy_fallback_taken,pfv3_dp_td_bags,pfv3_dp_width_max,pfv3_msg_tuples_total,pfv3_factor_tuple_total,pfv3_factor_rows_scanned_total,pfv3_dp_ms,pfv3_allowed_tuples_target,pfv3_target_nrows,pfv3_target_rows_scanned,pfv3_target_rows_allowed,pfv3_target_rows_stamped,pfv3_stamp_passes,pfv3_policy_run_failed,pfv3_stamp_ms,pfv3_used_bins,pfv3_bin_slices_touched,pfv3_bin_intersections,pfv3_bin_rid_iters,proj_sig_count,proj_mask_or_ops,proj_rid_iters
tpch1,S1,"1,2,3,4,5",1,ERROR,ERROR:  canceling statement due to user request,,,,,,,,cf_1498df887ee295cea307,public.cf_files_cf_1498df887ee295cea307,1,,,,,,,,,,,,,,,,,,,,,,,,
