db,K,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,1,272.391,196.666,1.385,131640,86513,4726784,8372224
