db,policy_set,policy_ids,query_id,status,correctness,reason,route_main,route_summary,route_reject_reason,ours_rows,ours_hash,gt_rows,gt_hash,policy_total_ms,class_terms_ok,class_terms_reject,class_route_single_hub,class_route_two_hop,class_route_tree,class_route_cycle_rect,class_route_td_cycle,class_route_reject,pf2_cmp_key_arity_max,pf2_hub_key_arity,proj_sig_count,proj_mask_or_ops,proj_rid_iters,hygiene_ok
tpch1,ALL,"S1..S9",Q1..Q22,INCOMPLETE,ERROR,"Run aborted due unbounded wall-time with statement_timeout=0 before checkpointing; see logs/q21_timeout_rootcause.md and logs/policy_pool_single_policy_smoke.md for current blockers",,,,,,,,,,,,,,,,,,,,,,,
