row_type,db,K,baseline,query_id,setup_ms,disk_overhead_bytes,cold_ms,cold_peak_rss_kb,hot1_ms,hot1_peak_rss_kb,hot2_ms,hot2_peak_rss_kb,hot3_ms,hot3_peak_rss_kb,hot4_ms,hot4_peak_rss_kb,hot5_ms,hot5_peak_rss_kb,hot_avg_ms,hot_avg_peak_rss_kb,status,error_type,error_msg
setup,tpch0_1,5,ours,__setup__,5127.274,10559488,,,,,,,,,,,,,,,ok,,
setup,tpch0_1,5,rls_with_index,__setup__,1502.620,75563008,,,,,,,,,,,,,,,ok,,
query,tpch0_1,5,ours,1,,,332.920,183584,151.489,226228,151.313,226192,151.497,226200,151.481,226156,151.368,226156,151.429,226186,ok,,
query,tpch0_1,5,rls_with_index,1,,,121.268,125288,90.828,132348,90.832,132488,90.832,132488,90.933,132488,90.916,132488,90.868,132460,ok,,
