db,K,query_id,correctness,ours_count,rls_count,reason
tpch0_1,10,18,skip,,,ours_count_failed: custom_filter[engine_error]: ctid length mismatch for rel=lineitem len=0 rows=600572 
tpch0_1,11,18,skip,,,ours_count_failed: custom_filter[engine_error]: ctid length mismatch for rel=lineitem len=0 rows=600572 
