db,K,query_id,correctness,ours_count,rls_count,reason
tpch0_1,10,18,skip,,,ours_count_failed: SSL SYSCALL error: EOF detected 
tpch0_1,11,18,skip,,,ours_count_failed: custom_filter: CTID->rid not found for policy-required table (rel=customer blk=0 off=1) 
