db,db_scale,K,policy_ids,median_hot_ours_ms,median_hot_rls_ms,speedup_ratio,cross_median_hot_ours_ms,cross_median_hot_rls_ms,cross_speedup_ratio,median_hot_peak_rss_ours_kb,median_hot_peak_rss_rls_kb,disk_ours_bytes,disk_rls_bytes
tpch0_1,0.1,10,"1,2,3,4,5,10,11,12,13,14",0.000,91.257,0.000,0.000,91.257,0.000,0,122983,32161048,80003072
tpch0_1,0.1,11,"1,2,3,4,5,10,11,12,13,14,15",0.000,212.517,0.000,0.000,212.517,0.000,0,148906,35163425,91209728
