db,policy_set,policy_ids,query_id,status,error_type,error_msg,hub_ms,stamp_ms,propagate_ms,bin_ms,sig_ms,sat_ms,decode_ms,filter_ms,policy_profile_query_line,policy_profile_line
tpch0_1,S_C,"11,12,13,14,15",10,1,,,62.065,0.000,36.608,0.873,23.715,3.392,9.168,0.000,policy_profile_query: artifact_parse_ms=1.236 decode_ms=9.168 build_hubs_ms=60.829 composite_stamp_ms=0.000 build_context_ms=36.608 signature_build_ms=23.715 sat_ms=3.392 project_allowset_ms=0.873 hub_ms=62.065 stamp_ms=0.000 propagate_ms=36.608 bin_ms=0.873 sig_ms=23.715,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_C,"11,12,13,14,15",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_C,"11,12,13,14,15",13,1,,,5.267,0.000,13.974,0.178,4.629,1.764,1.695,0.020,policy_profile_query: artifact_parse_ms=0.266 decode_ms=1.695 build_hubs_ms=5.001 composite_stamp_ms=0.000 build_context_ms=13.974 signature_build_ms=4.629 sat_ms=1.764 project_allowset_ms=0.178 hub_ms=5.267 stamp_ms=0.000 propagate_ms=13.974 bin_ms=0.178 sig_ms=4.629,policy_profile: scan_filter_ms=0.020 filter_ms=0.020
tpch0_1,S_C,"11,12,13,14,15",22,1,,,5.616,0.000,14.241,0.174,4.442,1.742,1.855,0.022,policy_profile_query: artifact_parse_ms=0.275 decode_ms=1.855 build_hubs_ms=5.341 composite_stamp_ms=0.000 build_context_ms=14.241 signature_build_ms=4.442 sat_ms=1.742 project_allowset_ms=0.174 hub_ms=5.616 stamp_ms=0.000 propagate_ms=14.241 bin_ms=0.174 sig_ms=4.442,policy_profile: scan_filter_ms=0.022 filter_ms=0.022
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",1,1,,,120.913,51.136,255.956,0.876,50.265,228.042,17.076,0.000,policy_profile_query: artifact_parse_ms=1.423 decode_ms=17.076 build_hubs_ms=119.490 composite_stamp_ms=51.136 build_context_ms=255.956 signature_build_ms=50.265 sat_ms=228.042 project_allowset_ms=0.876 hub_ms=120.913 stamp_ms=51.136 propagate_ms=255.956 bin_ms=0.876 sig_ms=50.265,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",3,1,,,121.755,51.777,259.156,0.896,50.216,228.276,16.815,0.000,policy_profile_query: artifact_parse_ms=1.540 decode_ms=16.815 build_hubs_ms=120.215 composite_stamp_ms=51.777 build_context_ms=259.156 signature_build_ms=50.216 sat_ms=228.276 project_allowset_ms=0.896 hub_ms=121.755 stamp_ms=51.777 propagate_ms=259.156 bin_ms=0.896 sig_ms=50.216,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",6,1,,,135.705,50.512,251.357,0.869,49.411,231.782,16.840,0.000,policy_profile_query: artifact_parse_ms=1.422 decode_ms=16.840 build_hubs_ms=134.283 composite_stamp_ms=50.512 build_context_ms=251.357 signature_build_ms=49.411 sat_ms=231.782 project_allowset_ms=0.869 hub_ms=135.705 stamp_ms=50.512 propagate_ms=251.357 bin_ms=0.869 sig_ms=49.411,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",10,1,,,125.939,50.915,249.837,0.872,47.574,223.921,17.414,0.000,policy_profile_query: artifact_parse_ms=1.421 decode_ms=17.414 build_hubs_ms=124.519 composite_stamp_ms=50.915 build_context_ms=249.837 signature_build_ms=47.574 sat_ms=223.921 project_allowset_ms=0.872 hub_ms=125.939 stamp_ms=50.915 propagate_ms=249.837 bin_ms=0.872 sig_ms=47.574,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",11,1,,,0.229,0.000,0.000,0.000,0.000,0.000,0.000,40.633,policy_profile_query: artifact_parse_ms=0.229 decode_ms=0.000 build_hubs_ms=0.000 composite_stamp_ms=0.000 build_context_ms=0.000 signature_build_ms=0.000 sat_ms=0.000 project_allowset_ms=0.000 hub_ms=0.229 stamp_ms=0.000 propagate_ms=0.000 bin_ms=0.000 sig_ms=0.000,policy_profile: scan_filter_ms=40.633 filter_ms=40.633
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",13,1,,,5.173,0.000,14.320,0.174,4.670,1.764,1.751,0.019,policy_profile_query: artifact_parse_ms=0.278 decode_ms=1.751 build_hubs_ms=4.895 composite_stamp_ms=0.000 build_context_ms=14.320 signature_build_ms=4.670 sat_ms=1.764 project_allowset_ms=0.174 hub_ms=5.173 stamp_ms=0.000 propagate_ms=14.320 bin_ms=0.174 sig_ms=4.670,policy_profile: scan_filter_ms=0.019 filter_ms=0.019
tpch0_1,S_D,"11,12,13,14,15,16,17,18,19,20",22,1,,,5.543,0.000,14.463,0.174,4.462,1.737,1.819,0.021,policy_profile_query: artifact_parse_ms=0.279 decode_ms=1.819 build_hubs_ms=5.264 composite_stamp_ms=0.000 build_context_ms=14.463 signature_build_ms=4.462 sat_ms=1.737 project_allowset_ms=0.174 hub_ms=5.543 stamp_ms=0.000 propagate_ms=14.463 bin_ms=0.174 sig_ms=4.462,policy_profile: scan_filter_ms=0.021 filter_ms=0.021
tpch0_1,S_E,"21,22,23,24,25",1,1,,,5.015,0.000,0.001,5.285,22.909,1.812,11.962,304.512,policy_profile_query: artifact_parse_ms=0.952 decode_ms=11.962 build_hubs_ms=4.064 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=22.909 sat_ms=1.812 project_allowset_ms=5.285 hub_ms=5.015 stamp_ms=0.000 propagate_ms=0.001 bin_ms=5.285 sig_ms=22.909,policy_profile: scan_filter_ms=304.512 filter_ms=304.512
tpch0_1,S_E,"21,22,23,24,25",3,1,,,5.713,0.000,0.001,5.217,22.773,1.809,11.765,181.533,policy_profile_query: artifact_parse_ms=0.944 decode_ms=11.765 build_hubs_ms=4.769 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=22.773 sat_ms=1.809 project_allowset_ms=5.217 hub_ms=5.713 stamp_ms=0.000 propagate_ms=0.001 bin_ms=5.217 sig_ms=22.773,policy_profile: scan_filter_ms=181.533 filter_ms=181.533
tpch0_1,S_E,"21,22,23,24,25",6,1,,,24.502,0.000,0.001,5.384,22.672,1.781,11.819,75.518,policy_profile_query: artifact_parse_ms=0.944 decode_ms=11.819 build_hubs_ms=23.557 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=22.672 sat_ms=1.781 project_allowset_ms=5.384 hub_ms=24.502 stamp_ms=0.000 propagate_ms=0.001 bin_ms=5.384 sig_ms=22.672,policy_profile: scan_filter_ms=75.518 filter_ms=75.518
tpch0_1,S_E,"21,22,23,24,25",10,1,,,5.632,0.000,0.001,5.548,22.742,1.802,12.033,118.819,policy_profile_query: artifact_parse_ms=0.954 decode_ms=12.033 build_hubs_ms=4.678 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=22.742 sat_ms=1.802 project_allowset_ms=5.548 hub_ms=5.632 stamp_ms=0.000 propagate_ms=0.001 bin_ms=5.548 sig_ms=22.742,policy_profile: scan_filter_ms=118.819 filter_ms=118.819
tpch0_1,S_E,"21,22,23,24,25",11,1,,,0.231,0.000,0.001,0.038,0.015,1.025,0.128,42.621,policy_profile_query: artifact_parse_ms=0.228 decode_ms=0.128 build_hubs_ms=0.003 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=0.015 sat_ms=1.025 project_allowset_ms=0.038 hub_ms=0.231 stamp_ms=0.000 propagate_ms=0.001 bin_ms=0.038 sig_ms=0.015,policy_profile: scan_filter_ms=42.621 filter_ms=42.621
tpch0_1,S_E,"21,22,23,24,25",13,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_E,"21,22,23,24,25",22,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",1,1,,,115.154,52.844,160.250,4.915,79.622,7.485,24.758,315.392,policy_profile_query: artifact_parse_ms=1.505 decode_ms=24.758 build_hubs_ms=113.649 composite_stamp_ms=52.844 build_context_ms=160.250 signature_build_ms=79.622 sat_ms=7.485 project_allowset_ms=4.915 hub_ms=115.154 stamp_ms=52.844 propagate_ms=160.250 bin_ms=4.915 sig_ms=79.622,policy_profile: scan_filter_ms=315.392 filter_ms=315.392
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",3,1,,,115.601,51.925,159.256,4.972,85.484,12.268,24.490,217.936,policy_profile_query: artifact_parse_ms=1.480 decode_ms=24.490 build_hubs_ms=114.120 composite_stamp_ms=51.925 build_context_ms=159.256 signature_build_ms=85.484 sat_ms=12.268 project_allowset_ms=4.972 hub_ms=115.601 stamp_ms=51.925 propagate_ms=159.256 bin_ms=4.972 sig_ms=85.484,policy_profile: scan_filter_ms=217.936 filter_ms=217.936
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",6,1,,,172.223,50.958,132.901,5.238,80.192,10.326,21.631,79.761,policy_profile_query: artifact_parse_ms=1.437 decode_ms=21.631 build_hubs_ms=170.785 composite_stamp_ms=50.958 build_context_ms=132.901 signature_build_ms=80.192 sat_ms=10.326 project_allowset_ms=5.238 hub_ms=172.223 stamp_ms=50.958 propagate_ms=132.901 bin_ms=5.238 sig_ms=80.192,policy_profile: scan_filter_ms=79.761 filter_ms=79.761
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",10,1,,,115.506,51.377,160.437,4.891,84.259,9.386,24.642,144.022,policy_profile_query: artifact_parse_ms=1.485 decode_ms=24.642 build_hubs_ms=114.021 composite_stamp_ms=51.377 build_context_ms=160.437 signature_build_ms=84.259 sat_ms=9.386 project_allowset_ms=4.891 hub_ms=115.506 stamp_ms=51.377 propagate_ms=160.437 bin_ms=4.891 sig_ms=84.259,policy_profile: scan_filter_ms=144.022 filter_ms=144.022
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",11,1,,,103.440,0.000,53.677,0.009,0.051,1.196,0.696,45.323,policy_profile_query: artifact_parse_ms=0.179 decode_ms=0.696 build_hubs_ms=103.260 composite_stamp_ms=0.000 build_context_ms=53.677 signature_build_ms=0.051 sat_ms=1.196 project_allowset_ms=0.009 hub_ms=103.440 stamp_ms=0.000 propagate_ms=53.677 bin_ms=0.009 sig_ms=0.051,policy_profile: scan_filter_ms=45.323 filter_ms=45.323
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",13,1,,,0.515,0.000,0.000,0.000,0.000,0.000,0.000,71.487,policy_profile_query: artifact_parse_ms=0.515 decode_ms=0.000 build_hubs_ms=0.000 composite_stamp_ms=0.000 build_context_ms=0.000 signature_build_ms=0.000 sat_ms=0.000 project_allowset_ms=0.000 hub_ms=0.515 stamp_ms=0.000 propagate_ms=0.000 bin_ms=0.000 sig_ms=0.000,policy_profile: scan_filter_ms=71.487 filter_ms=71.487
tpch0_1,S_F,"21,22,23,24,25,26,27,28,29,30",22,1,,,0.526,0.000,0.000,0.000,0.000,0.000,0.000,34.289,policy_profile_query: artifact_parse_ms=0.526 decode_ms=0.000 build_hubs_ms=0.000 composite_stamp_ms=0.000 build_context_ms=0.000 signature_build_ms=0.000 sat_ms=0.000 project_allowset_ms=0.000 hub_ms=0.526 stamp_ms=0.000 propagate_ms=0.000 bin_ms=0.000 sig_ms=0.000,policy_profile: scan_filter_ms=34.289 filter_ms=34.289
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",1,1,,,113.756,49.564,90.999,2.223,105.721,249.453,22.791,359.539,policy_profile_query: artifact_parse_ms=1.528 decode_ms=22.791 build_hubs_ms=112.229 composite_stamp_ms=49.564 build_context_ms=90.999 signature_build_ms=105.721 sat_ms=249.453 project_allowset_ms=2.223 hub_ms=113.756 stamp_ms=49.564 propagate_ms=90.999 bin_ms=2.223 sig_ms=105.721,policy_profile: scan_filter_ms=359.539 filter_ms=359.539
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",3,1,,,115.768,50.838,93.756,2.229,105.906,249.180,22.587,0.000,policy_profile_query: artifact_parse_ms=1.442 decode_ms=22.587 build_hubs_ms=114.325 composite_stamp_ms=50.838 build_context_ms=93.756 signature_build_ms=105.906 sat_ms=249.180 project_allowset_ms=2.229 hub_ms=115.768 stamp_ms=50.838 propagate_ms=93.756 bin_ms=2.229 sig_ms=105.906,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",6,1,,,134.943,50.880,92.171,3.816,114.918,453.019,21.595,80.210,policy_profile_query: artifact_parse_ms=1.575 decode_ms=21.595 build_hubs_ms=133.368 composite_stamp_ms=50.880 build_context_ms=92.171 signature_build_ms=114.918 sat_ms=453.019 project_allowset_ms=3.816 hub_ms=134.943 stamp_ms=50.880 propagate_ms=92.171 bin_ms=3.816 sig_ms=114.918,policy_profile: scan_filter_ms=80.210 filter_ms=80.210
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",10,1,,,118.179,50.354,90.539,2.848,113.641,369.324,22.160,0.000,policy_profile_query: artifact_parse_ms=1.429 decode_ms=22.160 build_hubs_ms=116.750 composite_stamp_ms=50.354 build_context_ms=90.539 signature_build_ms=113.641 sat_ms=369.324 project_allowset_ms=2.848 hub_ms=118.179 stamp_ms=50.354 propagate_ms=90.539 bin_ms=2.848 sig_ms=113.641,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",11,1,,,23.366,0.000,52.610,0.059,1.249,29.975,1.245,45.195,policy_profile_query: artifact_parse_ms=0.231 decode_ms=1.245 build_hubs_ms=23.135 composite_stamp_ms=0.000 build_context_ms=52.610 signature_build_ms=1.249 sat_ms=29.975 project_allowset_ms=0.059 hub_ms=23.366 stamp_ms=0.000 propagate_ms=52.610 bin_ms=0.059 sig_ms=1.249,policy_profile: scan_filter_ms=45.195 filter_ms=45.195
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",13,1,,,28.205,0.000,5.378,0.191,5.653,30.175,2.514,0.018,policy_profile_query: artifact_parse_ms=0.310 decode_ms=2.514 build_hubs_ms=27.895 composite_stamp_ms=0.000 build_context_ms=5.378 signature_build_ms=5.653 sat_ms=30.175 project_allowset_ms=0.191 hub_ms=28.205 stamp_ms=0.000 propagate_ms=5.378 bin_ms=0.191 sig_ms=5.653,policy_profile: scan_filter_ms=0.018 filter_ms=0.018
tpch0_1,S_G,"5,6,7,8,9,10,11,12,13,14,15,25,26,27,28,29,30",22,1,,,28.227,0.000,5.397,0.191,5.717,30.414,2.560,0.016,policy_profile_query: artifact_parse_ms=0.303 decode_ms=2.560 build_hubs_ms=27.924 composite_stamp_ms=0.000 build_context_ms=5.397 signature_build_ms=5.717 sat_ms=30.414 project_allowset_ms=0.191 hub_ms=28.227 stamp_ms=0.000 propagate_ms=5.397 bin_ms=0.191 sig_ms=5.717,policy_profile: scan_filter_ms=0.016 filter_ms=0.016
tpch1,S_A,"1,2,3,4,5",1,1,,,11.926,0.000,0.001,18.373,586.616,210.998,155.871,491.593,policy_profile_query: artifact_parse_ms=11.682 decode_ms=155.871 build_hubs_ms=0.244 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=586.616 sat_ms=210.998 project_allowset_ms=18.373 hub_ms=11.926 stamp_ms=0.000 propagate_ms=0.001 bin_ms=18.373 sig_ms=586.616,policy_profile: scan_filter_ms=491.593 filter_ms=491.593
tpch1,S_A,"1,2,3,4,5",3,1,,,12.020,0.000,0.001,18.371,586.218,211.176,156.359,362.351,policy_profile_query: artifact_parse_ms=11.787 decode_ms=156.359 build_hubs_ms=0.233 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=586.218 sat_ms=211.176 project_allowset_ms=18.371 hub_ms=12.020 stamp_ms=0.000 propagate_ms=0.001 bin_ms=18.371 sig_ms=586.218,policy_profile: scan_filter_ms=362.351 filter_ms=362.351
tpch1,S_A,"1,2,3,4,5",6,1,,,172.497,0.000,0.001,21.684,589.319,210.543,146.340,379.514,policy_profile_query: artifact_parse_ms=11.627 decode_ms=146.340 build_hubs_ms=160.870 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=589.319 sat_ms=210.543 project_allowset_ms=21.684 hub_ms=172.497 stamp_ms=0.000 propagate_ms=0.001 bin_ms=21.684 sig_ms=589.319,policy_profile: scan_filter_ms=379.514 filter_ms=379.514
tpch1,S_A,"1,2,3,4,5",10,1,,,56.539,0.000,0.001,21.666,590.446,211.614,151.421,420.280,policy_profile_query: artifact_parse_ms=11.752 decode_ms=151.421 build_hubs_ms=44.787 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=590.446 sat_ms=211.614 project_allowset_ms=21.666 hub_ms=56.539 stamp_ms=0.000 propagate_ms=0.001 bin_ms=21.666 sig_ms=590.446,policy_profile: scan_filter_ms=420.280 filter_ms=420.280
tpch1,S_A,"1,2,3,4,5",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_A,"1,2,3,4,5",13,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_A,"1,2,3,4,5",22,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",1,1,,,12.036,0.000,0.001,18.407,588.175,212.079,156.380,492.339,policy_profile_query: artifact_parse_ms=11.782 decode_ms=156.380 build_hubs_ms=0.254 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=588.175 sat_ms=212.079 project_allowset_ms=18.407 hub_ms=12.036 stamp_ms=0.000 propagate_ms=0.001 bin_ms=18.407 sig_ms=588.175,policy_profile: scan_filter_ms=492.339 filter_ms=492.339
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",3,1,,,13.590,0.000,0.002,18.021,600.170,240.533,154.837,0.000,policy_profile_query: artifact_parse_ms=12.149 decode_ms=154.837 build_hubs_ms=1.440 composite_stamp_ms=0.000 build_context_ms=0.002 signature_build_ms=600.170 sat_ms=240.533 project_allowset_ms=18.021 hub_ms=13.590 stamp_ms=0.000 propagate_ms=0.002 bin_ms=18.021 sig_ms=600.170,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",6,1,,,173.705,0.000,0.001,21.388,588.411,211.328,147.553,382.256,policy_profile_query: artifact_parse_ms=11.732 decode_ms=147.553 build_hubs_ms=161.973 composite_stamp_ms=0.000 build_context_ms=0.001 signature_build_ms=588.411 sat_ms=211.328 project_allowset_ms=21.388 hub_ms=173.705 stamp_ms=0.000 propagate_ms=0.001 bin_ms=21.388 sig_ms=588.411,policy_profile: scan_filter_ms=382.256 filter_ms=382.256
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",10,1,,,56.673,0.000,0.002,21.332,600.550,240.451,146.381,0.000,policy_profile_query: artifact_parse_ms=11.974 decode_ms=146.381 build_hubs_ms=44.699 composite_stamp_ms=0.000 build_context_ms=0.002 signature_build_ms=600.550 sat_ms=240.451 project_allowset_ms=21.332 hub_ms=56.673 stamp_ms=0.000 propagate_ms=0.002 bin_ms=21.332 sig_ms=600.550,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
tpch1,S_B,"1,2,3,4,5,6,7,8,9,10",11,1,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,policy_profile: scan_filter_ms=0.000 filter_ms=0.000
