db,K,policy_ids,baseline,query_id,status,error_type,error_msg,eval_ms,artifact_load_ms,policy_total_ms,ctid_map_ms,filter_ms,bytes_artifacts_loaded,bytes_allow,bytes_ctid,bytes_blk_index,rows_seen,rows_passed,ctid_misses,peak_rss_kb_end,profile_line
tpch0_1,1,1,ours,1,ok,,,0.041,10.939,18.873,1.489,83.581,12011519,75072,4804576,1584188,600569,299856,0,163796,eval_ms=0.041 artifact_load_ms=10.939 artifact_parse_ms=0.011 stamp_ms=11.799 bin_ms=4.054 local_sat_ms=0.142 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=18.873 ctid_map_ms=1.489 filter_ms=83.581 n_scanned_tables=1 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=12011519 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=600569 rows_passed=299856 ctid_misses=0 rss_kb_before_eval=30760 rss_kb_after_eval=30760 rss_kb_after_load=50044 rss_kb_after_engine=78268 rss_kb_after_ctid=79612 rss_kb_end=163796 peak_rss_kb_end=163796
tpch0_1,1,1,ours,3,ok,,,0.055,14.147,20.499,1.474,18.394,12011519,75072,4804576,1584188,3023,2788,0,192780,eval_ms=0.055 artifact_load_ms=14.147 artifact_parse_ms=0.012 stamp_ms=13.092 bin_ms=4.387 local_sat_ms=0.146 prop_ms=0.000 prop_iters=0 decode_ms=0.000 policy_total_ms=20.499 ctid_map_ms=1.474 filter_ms=18.394 n_scanned_tables=3 n_policy_targets=1 n_filters=1 bytes_artifacts_loaded=12011519 bytes_allow=75072 bytes_ctid=4804576 bytes_blk_index=1584188 rows_seen=3023 rows_passed=2788 ctid_misses=0 rss_kb_before_eval=31880 rss_kb_after_eval=31880 rss_kb_after_load=50952 rss_kb_after_engine=79176 rss_kb_after_ctid=80296 rss_kb_end=192780 peak_rss_kb_end=192780
