db,policy_set,policy_ids,query_id,status,correctness,reason,ours_ms,rls_ms,ours_over_rls,ours_rss_kb,run_id,files_table,hygiene_ok,pfv3_route,pfv3_route_count,pfv3_legacy_fallback_taken,pfv3_dp_td_bags,pfv3_dp_width_max,pfv3_msg_tuples_total,pfv3_factor_tuple_total,pfv3_factor_rows_scanned_total,pfv3_dp_ms,pfv3_allowed_tuples_target,pfv3_target_nrows,pfv3_target_rows_scanned,pfv3_target_rows_allowed,pfv3_target_rows_stamped,pfv3_stamp_passes,pfv3_policy_run_failed,pfv3_stamp_ms,pfv3_used_bins,pfv3_bin_slices_touched,pfv3_bin_intersections,pfv3_bin_rid_iters,proj_sig_count,proj_mask_or_ops,proj_rid_iters
tpch1,M1,"11,12,13,14,15,16,17,18,19,20",1,ok,FAIL,pfv3_stamp_passes=2,389300.316,36233.091,10.744,1712056,cf_8fe916a3410edf4c429b,public.cf_files_cf_8fe916a3410edf4c429b,1,pfv3_solver,93,0,231,1,13972396,322821315,633887720,306064.388,682754,6001215,7501215,158988,158988,2,0,19513.797,0,0,0,0,0,0,0
