run_id,ts,db,K,policy_ids,baseline,query_id,warmup_runs,timed_runs,planning_ms,execution_ms,total_ms,peak_rss_mb,status,error_type,error_msg,result_count,ours_count,rls_count,correctness
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,9,0,1,0.583,745.544,746.127,266.227,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,9,0,1,3.255,1663.079,1666.334,241.129,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,10,0,1,1.014,766.394,767.408,266.309,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,10,0,1,3.110,1.050,4.160,244.156,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,11,0,1,0.509,77.185,77.694,195.367,ok,,,2753,2753,2753,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,11,0,1,0.210,28.315,28.525,244.156,ok,,,2753,2753,2753,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,12,0,1,0.828,817.134,817.962,266.867,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,12,0,1,2.782,1106.044,1108.826,244.656,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,13,0,1,0.213,172.295,172.508,195.391,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,13,0,1,1.679,0.990,2.669,241.988,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,14,0,1,0.777,837.554,838.331,266.891,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,14,0,1,1.523,729.931,731.454,241.988,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,15,0,1,0.482,833.222,833.704,271.406,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,15,0,1,1.638,782.594,784.232,243.988,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,16,0,1,0.590,76.061,76.651,195.578,ok,,,2846,2846,2846,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,16,0,1,0.230,53.982,54.212,243.449,ok,,,2846,2846,2846,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,17,0,1,0.815,2175.305,2176.120,314.043,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,17,0,1,2.935,2368.603,2371.538,246.453,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,18,0,1,1.018,787.952,788.970,337.383,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,18,0,1,4.574,1746.613,1751.187,251.953,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,19,0,1,0.948,867.431,868.379,337.449,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,19,0,1,1.724,63.523,65.247,252.305,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,21,0,1,1.107,174317.391,174318.498,337.504,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,21,0,1,5.693,2294.440,2300.133,260.801,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",ours,22,0,1,0.194,180.621,180.815,254.984,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:33:23+05:30,tpch0_1,15,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",rls_with_index,22,0,1,1.803,0.996,2.799,268.504,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,1,0,1,1.633,663.886,665.519,176.344,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,1,0,1,11.286,2999.632,3010.918,239.000,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,2,0,1,1.193,38.432,39.625,176.625,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,2,0,1,0.776,0.046,0.822,242.582,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,3,0,1,1.180,541.368,542.548,276.125,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,3,0,1,8.889,0.456,9.345,242.582,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,4,0,1,0.920,368.699,369.619,276.008,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,4,0,1,8.638,3242.882,3251.520,252.473,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,5,0,1,1.538,628.882,630.420,282.574,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,5,0,1,9.884,0.492,10.376,262.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,6,0,1,1.101,431.842,432.943,283.078,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,6,0,1,7.282,2818.824,2826.106,269.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,7,0,1,0.383,493.040,493.423,283.602,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,7,0,1,9.633,0.524,10.157,271.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,8,0,1,0.480,621.058,621.538,284.105,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,8,0,1,9.707,0.929,10.636,271.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,9,0,1,0.545,347.809,348.354,284.609,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,9,0,1,9.027,0.389,9.416,271.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,10,0,1,1.340,363.233,364.573,284.613,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,10,0,1,8.909,1.360,10.269,271.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,11,0,1,0.756,38.575,39.331,201.184,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,11,0,1,0.206,0.029,0.235,271.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,12,0,1,1.137,403.532,404.669,286.684,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,12,0,1,9.956,3248.664,3258.620,271.973,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,13,0,1,0.237,159.921,160.158,201.199,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,13,0,1,1.690,1.066,2.756,280.484,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,14,0,1,1.079,412.362,413.441,286.699,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,14,0,1,7.444,2907.765,2915.209,280.484,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,15,0,1,0.685,428.153,428.838,287.215,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,15,0,1,7.735,2731.185,2738.920,281.445,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,16,0,1,0.833,42.139,42.972,201.730,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,16,0,1,0.389,10.077,10.466,282.418,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,17,0,1,1.165,798.866,800.031,329.258,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,17,0,1,14.908,795.282,810.190,308.441,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,18,0,1,1.239,608.606,609.845,360.320,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,18,0,1,16.116,6103.305,6119.421,323.066,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,19,0,1,1.353,474.200,475.553,360.340,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,19,0,1,7.905,2.259,10.164,349.066,ok,,,1,1,1,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,21,0,1,1.480,548.540,550.020,360.375,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,21,0,1,23.279,9287.963,9311.242,365.566,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",ours,22,0,1,0.192,167.153,167.345,255.879,ok,,,0,0,0,1
dashboard_full_20260214_000516,2026-02-14T00:35:01+05:30,tpch0_1,20,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20",rls_with_index,22,0,1,1.878,1.051,2.929,399.566,ok,,,0,0,0,1
